cell_id,condition
C70R_C70R.bcAIBZ_418,resistant
C70R_C70R.bcGLDT_419,resistant
C70R_C70R.bcBMFV_420,resistant
C70R_C70R.bcDCHC_421,resistant
C70R_C70R.bcDSQE_423,resistant
C70R_C70R.bcEGGU_424,resistant
C70R_C70R.bcBEMB_426,resistant
C70R_C70R.bcGHRY_427,resistant
C70R_C70R.bcCTAK_428,resistant
C70R_C70R.bcAWOM_431,resistant
C70R_C70R.bcDXOE_432,resistant
C70R_C70R.bcGUUK_435,resistant
C70R_C70R.bcDJZD_438,resistant
C70R_C70R.bcCIDO_439,resistant
C70R_C70R.bcFHMV_440,resistant
C70R_C70R.bcBEOO_442,resistant
C70R_C70R.bcAMHX_450,resistant
C70R_C70R.bcBEXK_451,resistant
C70R_C70R.bcHZOK_452,resistant
C70R_C70R.bcBZTP_453,resistant
C70R_C70R.bcFEBY_454,resistant
C70R_C70R.bcIALY_456,resistant
C70R_C70R.bcHDNZ_457,resistant
C70R_C70R.bcCNFS_458,resistant
C70R_C70R.bcGPBU_461,resistant
C70R_C70R.bcCGSQ_462,resistant
C70R_C70R.bcDQTX_463,resistant
C70R_C70R.bcDHWP_464,resistant
C70R_C70R.bcECOM_466,resistant
C70R_C70R.bcGRKR_467,resistant
C70R_C70R.bcHUME_468,resistant
C70R_C70R.bcFXBF_469,resistant
C70R_C70R.bcDNQP_470,resistant
C70R_C70R.bcAJJX_471,resistant
C70R_C70R.bcHWUS_472,resistant
C70R_C70R.bcHIFN_473,resistant
C70R_C70R.bcCOKZ_474,resistant
C70R_C70R.bcATDG_475,resistant
C70R_C70R.bcBVJU_476,resistant
C70R_C70R.bcETNH_477,resistant
C70R_C70R.bcEEGQ_478,resistant
C70R_C70R.bcADVX_479,resistant
C70R_C70R.bcERLS_480,resistant
C70R_C70R.bcCTES_482,resistant
C70R_C70R.bcAVIX_483,resistant
C70R_C70R.bcCTYL_484,resistant
C70R_C70R.bcDNDD_486,resistant
C70R_C70R.bcAYQB_487,resistant
C70R_C70R.bcHATQ_488,resistant
C70R_C70R.bcEHDD_489,resistant
C70R_C70R.bcFPAC_490,resistant
C70R_C70R.bcHTGX_491,resistant
C70R_C70R.bcGBKO_492,resistant
C70R_C70R.bcGFQY_494,resistant
C70R_C70R.bcENAL_495,resistant
C70R_C70R.bcIFUU_499,resistant
C70R_C70R.bcFWSD_500,resistant
C70R_C70R.bcHZLH_501,resistant
C70R_C70R.bcEGHN_502,resistant
C70R_C70R.bcEQPG_503,resistant
C70R_C70R.bcHGIP_504,resistant
C70R_C70R.bcIDJY_505,resistant
C70R_C70R.bcEAXV_506,resistant
C70R_C70R.bcAWJY_507,resistant
C70R_C70R.bcABAC_509,resistant
C70R_C70R.bcESSX_510,resistant
C70R_C70R.bcHPHU_511,resistant
C70R_C70R.bcIEFK_512,resistant
C70R_C70R.bcDPNW_513,resistant
C70R_C70R.bcGNPF_514,resistant
C70R_C70R.bcGLAE_515,resistant
C70R_C70R.bcFCXB_516,resistant
C70R_C70R.bcCHLO_517,resistant
C70R_C70R.bcBOWB_518,resistant
C70R_C70R.bcBAOA_520,resistant
C70R_C70R.bcHEHQ_521,resistant
C70R_C70R.bcHCFM_523,resistant
C70R_C70R.bcAZZQ_527,resistant
C70R_C70R.bcDFBC_528,resistant
C70R_C70R.bcHFXD_529,resistant
C70R_C70R.bcBQPR_530,resistant
C70R_C70R.bcIJKD_531,resistant
C70R_C70R.bcAKQJ_532,resistant
C70R_C70R.bcGPZN_533,resistant
C70R_C70R.bcFMWL_534,resistant
C70R_C70R.bcDRMV_535,resistant
C70R_C70R.bcHMXA_536,resistant
C70R_C70R.bcEHOY_538,resistant
C70R_C70R.bcAURA_541,resistant
C70R_C70R.bcDCQO_543,resistant
C70R_C70R.bcEALW_544,resistant
C70R_C70R.bcBLZP_545,resistant
C70R_C70R.bcDSHA_547,resistant
C70R_C70R.bcDPEZ_548,resistant
C70R_C70R.bcEHQQ_549,resistant
C70R_C70R.bcCOYJ_550,resistant
C70R_C70R.bcHOKE_551,resistant
C70R_C70R.bcGCHK_552,resistant
C70R_C70R.bcASCJ_553,resistant
C70R_C70R.bcCGFD_554,resistant
C70R_C70R.bcBMRQ_555,resistant
C70R_C70R.bcFPKF_556,resistant
C70R_C70R.bcGYQQ_558,resistant
C70R_C70R.bcEGJB_559,resistant
C70R_C70R.bcCBQM_562,resistant
C70R_C70R.bcAQBI_564,resistant
C70R_C70R.bcCKNP_565,resistant
C70R_C70R.bcAJCE_566,resistant
C70R_C70R.bcBRKV_567,resistant
C70R_C70R.bcEBWL_569,resistant
C70R_C70R.bcCTLD_570,resistant
C70R_C70R.bcAGVZ_571,resistant
C70R_C70R.bcDORE_572,resistant
C70R_C70R.bcFTYN_573,resistant
C70R_C70R.bcFSET_574,resistant
C70R_C70R.bcFOTN_575,resistant
C70R_C70R.bcFACX_576,resistant
C70R_C70R.bcEEYV_578,resistant
C70R_C70R.bcEBQT_579,resistant
C70R_C70R.bcAOJO_581,resistant
C70R_C70R.bcGDIW_582,resistant
C70R_C70R.bcCNDT_584,resistant
C70R_C70R.bcCBGN_585,resistant
C70R_C70R.bcCFZK_586,resistant
C70R_C70R.bcGORI_587,resistant
C70R_C70R.bcALEJ_588,resistant
C70R_C70R.bcDWXR_589,resistant
C70R_C70R.bcCEKE_590,resistant
C70R_C70R.bcGFCF_591,resistant
C70R_C70R.bcENJN_592,resistant
C70R_C70R.bcDYIE_593,resistant
C70R_C70R.bcDSDJ_594,resistant
C70R_C70R.bcAYKT_595,resistant
C70R_C70R.bcFXNN_596,resistant
C70R_C70R.bcCPUX_597,resistant
C70R_C70R.bcGHXF_598,resistant
C70R_C70R.bcDXRW_600,resistant
C70R_C70R.bcCLRR_601,resistant
C70R_C70R.bcEUXS_602,resistant
C70R_C70R.bcAIIG_604,resistant
C70R_C70R.bcARAH_605,resistant
C70R_C70R.bcFNRB_607,resistant
C70R_C70R.bcIFAK_609,resistant
C70R_C70R.bcBBCE_610,resistant
C70R_C70R.bcBDQC_611,resistant
C70R_C70R.bcDNFE_612,resistant
C70R_C70R.bcCXGT_613,resistant
C70R_C70R.bcEMTN_614,resistant
C70R_C70R.bcCENR_615,resistant
C70R_C70R.bcCSMV_616,resistant
C70R_C70R.bcAEXC_617,resistant
C70R_C70R.bcCOXC_618,resistant
C70R_C70R.bcHECM_619,resistant
C70R_C70R.bcAVHR_621,resistant
C70R_C70R.bcAYSM_622,resistant
C70R_C70R.bcGOUN_623,resistant
C70R_C70R.bcBQVE_624,resistant
C70R_C70R.bcCFVJ_626,resistant
C70R_C70R.bcDEMQ_627,resistant
C70R_C70R.bcDAXB_628,resistant
C70R_C70R.bcGYPR_629,resistant
C70R_C70R.bcBRAV_630,resistant
C70R_C70R.bcFTGG_631,resistant
C70R_C70R.bcDOZY_632,resistant
C70R_C70R.bcDXZR_633,resistant
C70R_C70R.bcHRYH_634,resistant
C70R_C70R.bcACFX_636,resistant
C70R_C70R.bcCSKP_637,resistant
C70R_C70R.bcBMAC_638,resistant
C70R_C70R.bcEVER_639,resistant
C70R_C70R.bcIBGN_640,resistant
C70R_C70R.bcBIJP_642,resistant
C70R_C70R.bcCQXS_643,resistant
C70R_C70R.bcERZQ_644,resistant
C70R_C70R.bcDQOO_645,resistant
C70R_C70R.bcDETI_646,resistant
C70R_C70R.bcGNQX_648,resistant
C70R_C70R.bcAYMO_650,resistant
C70R_C70R.bcBJPM_651,resistant
C70R_C70R.bcCFRK_652,resistant
C70R_C70R.bcHGRO_653,resistant
C70R_C70R.bcDRWM_654,resistant
C70R_C70R.bcCAYM_655,resistant
C70R_C70R.bcBDLM_656,resistant
C70R_C70R.bcHHQA_657,resistant
C70R_C70R.bcHQJQ_658,resistant
C70R_C70R.bcHVMW_659,resistant
C70R_C70R.bcGVPN_661,resistant
C70R_C70R.bcGDDW_662,resistant
C70R_C70R.bcAKMN_663,resistant
C70R_C70R.bcBOHG_665,resistant
C70R_C70R.bcDVUU_666,resistant
C70R_C70R.bcBITP_667,resistant
C70R_C70R.bcAPZT_668,resistant
C70R_C70R.bcBVSR_669,resistant
C70R_C70R.bcDENU_670,resistant
C70R_C70R.bcHGJS_671,resistant
C70R_C70R.bcBTBI_672,resistant
C70R_C70R.bcFGDY_673,resistant
C70R_C70R.bcDLNQ_674,resistant
C70R_C70R.bcCSWU_675,resistant
C70R_C70R.bcAHAH_676,resistant
C70R_C70R.bcBLGT_677,resistant
C70R_C70R.bcGFNS_678,resistant
C70R_C70R.bcBGCT_679,resistant
C70R_C70R.bcBCUG_680,resistant
C70R_C70R.bcAUVT_681,resistant
C70R_C70R.bcFCMA_683,resistant
C70R_C70R.bcGZDJ_684,resistant
C70R_C70R.bcGSXU_685,resistant
C70R_C70R.bcAAMX_686,resistant
C70R_C70R.bcENRY_688,resistant
C70R_C70R.bcFAZW_689,resistant
C70R_C70R.bcHIBA_692,resistant
C70R_C70R.bcBDSS_693,resistant
C70R_C70R.bcCNUO_694,resistant
C70R_C70R.bcDLGL_695,resistant
C70R_C70R.bcDWZI_696,resistant
C70R_C70R.bcIJBI_697,resistant
C70R_C70R.bcCNYP_698,resistant
C70R_C70R.bcFYNI_699,resistant
C70R_C70R.bcCTLE_700,resistant
C70R_C70R.bcCENA_701,resistant
C70R_C70R.bcAKLI_702,resistant
C70R_C70R.bcBZZW_703,resistant
C70R_C70R.bcECNO_704,resistant
C70R_C70R.bcCVWO_705,resistant
C70R_C70R.bcBPYE_707,resistant
C70R_C70R.bcBVQO_709,resistant
C70R_C70R.bcASNB_711,resistant
C70R_C70R.bcAXHG_712,resistant
C70R_C70R.bcBPEU_714,resistant
C70R_C70R.bcCPSU_715,resistant
C70R_C70R.bcBOUQ_716,resistant
C70R_C70R.bcGMST_717,resistant
C70R_C70R.bcAEHM_718,resistant
C70R_C70R.bcESEM_721,resistant
C70R_C70R.bcDNTO_723,resistant
C70R_C70R.bcAMSX_724,resistant
C70R_C70R.bcEBPK_727,resistant
C70R_C70R.bcAIRT_728,resistant
C70R_C70R.bcDCZH_731,resistant
C70R_C70R.bcBGQF_733,resistant
C70R_C70R.bcAEAS_734,resistant
C70R_C70R.bcHBLY_735,resistant
C70R_C70R.bcABIE_737,resistant
C70R_C70R.bcFWHX_738,resistant
C70R_C70R.bcEBHG_739,resistant
C70R_C70R.bcEBNN_740,resistant
C70R_C70R.bcIEYH_741,resistant
C70R_C70R.bcCRRC_742,resistant
C70R_C70R.bcDJOQ_744,resistant
C70R_C70R.bcCAFF_745,resistant
C70R_C70R.bcBMNI_746,resistant
C70R_C70R.bcDXHM_747,resistant
C70R_C70R.bcBPKN_749,resistant
C70R_C70R.bcIJNA_750,resistant
C70R_C70R.bcBFQT_751,resistant
C70R_C70R.bcEQBN_754,resistant
C70R_C70R.bcCNNN_755,resistant
C70R_C70R.bcCSSU_756,resistant
C70R_C70R.bcIFGX_758,resistant
C70R_C70R.bcGDFF_760,resistant
C70R_C70R.bcAUPH_761,resistant
C70R_C70R.bcIBWU_762,resistant
C70R_C70R.bcBNTS_763,resistant
C70R_C70R.bcCLYE_766,resistant
C70R_C70R.bcDSRP_767,resistant
C70R_C70R.bcAUBL_768,resistant
C70R_C70R.bcGAGZ_769,resistant
C70R_C70R.bcGEDU_770,resistant
C70R_C70R.bcGLEL_771,resistant
C70R_C70R.bcHVYJ_772,resistant
C70R_C70R.bcFTNS_773,resistant
C70R_C70R.bcFJUJ_774,resistant
C70R_C70R.bcDSYX_775,resistant
C70R_C70R.bcBJAY_777,resistant
C70R_C70R.bcBFHK_778,resistant
C70R_C70R.bcEFFD_780,resistant
C70R_C70R.bcGQGB_781,resistant
C70R_C70R.bcCJTM_783,resistant
C70R_C70R.bcALEH_784,resistant
C70R_C70R.bcDLDS_785,resistant
C70R_C70R.bcFFON_787,resistant
C70R_C70R.bcFTWW_788,resistant
C70R_C70R.bcELNP_789,resistant
C70R_C70R.bcCHZO_790,resistant
C70R_C70R.bcBBQP_791,resistant
C70R_C70R.bcDRNX_792,resistant
C70R_C70R.bcCKFF_793,resistant
C70R_C70R.bcGFBC_794,resistant
C70R_C70R.bcCNVX_795,resistant
C70R_C70R.bcAJBC_796,resistant
C70R_C70R.bcGAZX_797,resistant
C70R_C70R.bcIIBC_798,resistant
C70R_C70R.bcFOQB_799,resistant
C70R_C70R.bcHGRD_800,resistant
C70R_C70R.bcEYDA_801,resistant
C70R_C70R.bcFKHD_802,resistant
C70R_C70R.bcDUMK_804,resistant
C70R_C70R.bcHPSM_805,resistant
C70R_C70R.bcCDML_807,resistant
C70R_C70R.bcEUZA_808,resistant
C70R_C70R.bcFOYK_810,resistant
C70R_C70R.bcHGWP_811,resistant
C70R_C70R.bcFLMB_812,resistant
C70R_C70R.bcEHIK_813,resistant
C70R_C70R.bcEPJQ_814,resistant
C70R_C70R.bcEENW_815,resistant
C70R_C70R.bcBVCG_816,resistant
C70R_C70R.bcFFPF_817,resistant
C70R_C70R.bcGBBF_818,resistant
C70R_C70R.bcCUTA_819,resistant
C70R_C70R.bcCZPD_820,resistant
C70R_C70R.bcFGKI_821,resistant
C70R_C70R.bcBGJW_822,resistant
C70R_C70R.bcFJJL_823,resistant
C70R_C70R.bcBKIK_824,resistant
C70R_C70R.bcEDIQ_825,resistant
C70R_C70R.bcBNCD_826,resistant
C70R_C70R.bcHAGV_827,resistant
C70R_C70R.bcAAYT_828,resistant
C70R_C70R.bcFROR_829,resistant
C70R_C70R.bcBFNM_830,resistant
