cell_id,condition
C70R_C70R.bcGIAP_134,resistant
C70R_C70R.bcAVYF_135,resistant
C70R_C70R.bcGDKA_136,resistant
C70R_C70R.bcDSAS_137,resistant
C70R_C70R.bcCFJX_138,resistant
C70R_C70R.bcDVVP_139,resistant
C70R_C70R.bcAEIE_142,resistant
C70R_C70R.bcAUFW_143,resistant
C70R_C70R.bcDEBW_144,resistant
C70R_C70R.bcCNVJ_145,resistant
C70R_C70R.bcCQGY_146,resistant
C70R_C70R.bcDSYB_147,resistant
C70R_C70R.bcAARA_148,resistant
C70R_C70R.bcCAON_149,resistant
C70R_C70R.bcEDVH_150,resistant
C70R_C70R.bcCVPA_151,resistant
C70R_C70R.bcGILP_153,resistant
C70R_C70R.bcHUOK_156,resistant
C70R_C70R.bcIDQI_157,resistant
C70R_C70R.bcCUQD_158,resistant
C70R_C70R.bcAFIM_159,resistant
C70R_C70R.bcIBYQ_161,resistant
C70R_C70R.bcFAHD_162,resistant
C70R_C70R.bcDEIW_163,resistant
C70R_C70R.bcEURW_164,resistant
C70R_C70R.bcCZIS_165,resistant
C70R_C70R.bcIBHS_166,resistant
C70R_C70R.bcADGN_167,resistant
C70R_C70R.bcBCDB_169,resistant
C70R_C70R.bcBUSL_170,resistant
C70R_C70R.bcGSZS_171,resistant
C70R_C70R.bcBMZY_173,resistant
C70R_C70R.bcFFWX_176,resistant
C70R_C70R.bcAMZF_177,resistant
C70R_C70R.bcAHEW_178,resistant
C70R_C70R.bcCREG_179,resistant
C70R_C70R.bcFTDR_180,resistant
C70R_C70R.bcALCJ_181,resistant
C70R_C70R.bcDSWL_182,resistant
C70R_C70R.bcFDLZ_184,resistant
C70R_C70R.bcDCWO_185,resistant
C70R_C70R.bcIALS_186,resistant
C70R_C70R.bcHOPJ_187,resistant
C70R_C70R.bcAUDO_188,resistant
C70R_C70R.bcBWHU_189,resistant
C70R_C70R.bcDJGH_190,resistant
C70R_C70R.bcCFJB_191,resistant
C70R_C70R.bcFAIO_192,resistant
C70R_C70R.bcICVC_194,resistant
C70R_C70R.bcBIUY_195,resistant
C70R_C70R.bcHOJA_196,resistant
C70R_C70R.bcAGRY_197,resistant
C70R_C70R.bcHPAM_198,resistant
C70R_C70R.bcFXUV_199,resistant
C70R_C70R.bcEDEO_200,resistant
C70R_C70R.bcGAZZ_201,resistant
C70R_C70R.bcANFG_202,resistant
C70R_C70R.bcCIOL_204,resistant
C70R_C70R.bcAFXW_205,resistant
C70R_C70R.bcEYXX_208,resistant
C70R_C70R.bcAQXZ_209,resistant
C70R_C70R.bcETES_210,resistant
C70R_C70R.bcAUAZ_212,resistant
C70R_C70R.bcDXTO_213,resistant
C70R_C70R.bcEMVD_217,resistant
C70R_C70R.bcAIQO_218,resistant
C70R_C70R.bcGNAB_219,resistant
C70R_C70R.bcHNZE_220,resistant
C70R_C70R.bcCJWN_221,resistant
C70R_C70R.bcDZQE_222,resistant
C70R_C70R.bcBQCD_223,resistant
C70R_C70R.bcDBDF_224,resistant
C70R_C70R.bcDQYD_225,resistant
C70R_C70R.bcDUHY_227,resistant
C70R_C70R.bcHIDG_229,resistant
C70R_C70R.bcIBTL_230,resistant
C70R_C70R.bcAQCC_232,resistant
C70R_C70R.bcFHXL_234,resistant
C70R_C70R.bcFSXF_235,resistant
C70R_C70R.bcAXQC_236,resistant
C70R_C70R.bcDWAD_237,resistant
C70R_C70R.bcEHPA_238,resistant
C70R_C70R.bcEQWT_240,resistant
C70R_C70R.bcEAIW_241,resistant
C70R_C70R.bcIGOI_243,resistant
C70R_C70R.bcAOAW_244,resistant
C70R_C70R.bcACOK_245,resistant
C70R_C70R.bcBMIC_246,resistant
C70R_C70R.bcGVNA_247,resistant
C70R_C70R.bcCZOK_249,resistant
C70R_C70R.bcIBRL_250,resistant
C70R_C70R.bcHJDW_251,resistant
C70R_C70R.bcEKFT_252,resistant
C70R_C70R.bcGPCE_254,resistant
C70R_C70R.bcAHBW_255,resistant
C70R_C70R.bcEQGL_256,resistant
C70R_C70R.bcFVKM_257,resistant
C70R_C70R.bcAELB_259,resistant
C70R_C70R.bcDQSB_260,resistant
C70R_C70R.bcGRGC_261,resistant
C70R_C70R.bcBRMU_262,resistant
C70R_C70R.bcFVDG_263,resistant
C70R_C70R.bcBWOX_264,resistant
C70R_C70R.bcCWKB_265,resistant
C70R_C70R.bcCNSU_266,resistant
C70R_C70R.bcBTAF_267,resistant
C70R_C70R.bcGVHG_269,resistant
C70R_C70R.bcFZBL_270,resistant
C70R_C70R.bcATQF_272,resistant
C70R_C70R.bcABNT_276,resistant
C70R_C70R.bcIKBY_278,resistant
C70R_C70R.bcFGRW_279,resistant
C70R_C70R.bcGHWD_280,resistant
C70R_C70R.bcBJUQ_281,resistant
C70R_C70R.bcBNWB_282,resistant
C70R_C70R.bcELUW_284,resistant
C70R_C70R.bcHJZF_285,resistant
C70R_C70R.bcBECB_286,resistant
C70R_C70R.bcHRLN_287,resistant
C70R_C70R.bcDPQE_288,resistant
C70R_C70R.bcGVDC_290,resistant
C70R_C70R.bcETNX_291,resistant
C70R_C70R.bcCOGC_294,resistant
C70R_C70R.bcFVMV_296,resistant
C70R_C70R.bcCRBL_298,resistant
C70R_C70R.bcDTHD_300,resistant
C70R_C70R.bcCNAY_302,resistant
C70R_C70R.bcBGLJ_303,resistant
C70R_C70R.bcBWPK_304,resistant
C70R_C70R.bcCUPA_305,resistant
C70R_C70R.bcGWQY_307,resistant
C70R_C70R.bcFCMY_308,resistant
C70R_C70R.bcEVTT_309,resistant
C70R_C70R.bcHLLC_310,resistant
C70R_C70R.bcBHQN_312,resistant
C70R_C70R.bcAAKS_313,resistant
C70R_C70R.bcAGPP_314,resistant
C70R_C70R.bcIFJR_315,resistant
C70R_C70R.bcIDKB_316,resistant
C70R_C70R.bcGGTH_318,resistant
C70R_C70R.bcDQEB_319,resistant
C70R_C70R.bcGPSO_320,resistant
C70R_C70R.bcFEKK_323,resistant
C70R_C70R.bcGUFP_324,resistant
C70R_C70R.bcGEHB_325,resistant
C70R_C70R.bcGZAX_326,resistant
C70R_C70R.bcHDJS_328,resistant
C70R_C70R.bcEJLG_329,resistant
C70R_C70R.bcCOUR_330,resistant
C70R_C70R.bcAAFX_332,resistant
C70R_C70R.bcGXWZ_334,resistant
C70R_C70R.bcAJIT_335,resistant
C70R_C70R.bcEIMX_336,resistant
C70R_C70R.bcCZDX_337,resistant
C70R_C70R.bcDZOG_338,resistant
C70R_C70R.bcFZUS_340,resistant
C70R_C70R.bcDRUL_341,resistant
C70R_C70R.bcCCFG_342,resistant
C70R_C70R.bcGGQP_343,resistant
C70R_C70R.bcHKRR_346,resistant
C70R_C70R.bcFKDN_347,resistant
C70R_C70R.bcCZGD_348,resistant
C70R_C70R.bcBNLY_349,resistant
C70R_C70R.bcDFQD_351,resistant
C70R_C70R.bcCKGC_352,resistant
C70R_C70R.bcFRPC_353,resistant
C70R_C70R.bcCGUE_354,resistant
C70R_C70R.bcGIIL_355,resistant
C70R_C70R.bcBPED_357,resistant
C70R_C70R.bcBWJY_358,resistant
C70R_C70R.bcBRFV_359,resistant
C70R_C70R.bcBDET_360,resistant
C70R_C70R.bcHLDR_361,resistant
C70R_C70R.bcAZDV_362,resistant
C70R_C70R.bcEVVI_363,resistant
C70R_C70R.bcGAYT_364,resistant
C70R_C70R.bcBGCW_365,resistant
C70R_C70R.bcFNMD_367,resistant
C70R_C70R.bcANPR_368,resistant
C70R_C70R.bcHQHZ_370,resistant
C70R_C70R.bcDAMP_371,resistant
C70R_C70R.bcEDOY_372,resistant
C70R_C70R.bcCXIC_373,resistant
C70R_C70R.bcBFAY_374,resistant
C70R_C70R.bcEMBX_376,resistant
C70R_C70R.bcBSJY_377,resistant
C70R_C70R.bcEJAQ_378,resistant
C70R_C70R.bcBOZM_379,resistant
C70R_C70R.bcEOPL_380,resistant
C70R_C70R.bcCDNP_382,resistant
C70R_C70R.bcGSVV_383,resistant
C70R_C70R.bcDNRQ_384,resistant
C70R_C70R.bcGFQV_385,resistant
C70R_C70R.bcEUGR_386,resistant
C70R_C70R.bcEFEW_388,resistant
C70R_C70R.bcACML_389,resistant
C70R_C70R.bcGJKU_390,resistant
C70R_C70R.bcGFIO_391,resistant
C70R_C70R.bcBKSB_392,resistant
C70R_C70R.bcHBFN_393,resistant
C70R_C70R.bcCWKO_394,resistant
C70R_C70R.bcFULY_395,resistant
C70R_C70R.bcCLGG_396,resistant
C70R_C70R.bcHSBU_397,resistant
C70R_C70R.bcAXIK_398,resistant
C70R_C70R.bcCIYQ_399,resistant
C70R_C70R.bcAICG_401,resistant
C70R_C70R.bcFTNQ_403,resistant
C70R_C70R.bcGXRV_404,resistant
C70R_C70R.bcCBZU_405,resistant
C70R_C70R.bcHVVW_406,resistant
C70R_C70R.bcGLCG_408,resistant
C70R_C70R.bcFUTT_409,resistant
C70R_C70R.bcABAT_410,resistant
C70R_C70R.bcHCEZ_411,resistant
C70R_C70R.bcCVJH_412,resistant
C70R_C70R.bcHDGY_413,resistant
C70R_C70R.bcICLS_414,resistant
C70R_C70R.bcBDLT_415,resistant
C70R_C70R.bcBNEA_416,resistant
C70R_C70R.bcCXNR_417,resistant
C70R_C70R.bcAIBZ_418,resistant
C70R_C70R.bcGLDT_419,resistant
C70R_C70R.bcBMFV_420,resistant
C70R_C70R.bcDCHC_421,resistant
C70R_C70R.bcAHLC_422,resistant
C70R_C70R.bcDSQE_423,resistant
C70R_C70R.bcACAU_425,resistant
C70R_C70R.bcFFEP_429,resistant
C70R_C70R.bcHULV_430,resistant
C70R_C70R.bcAWOM_431,resistant
C70R_C70R.bcDFGY_433,resistant
C70R_C70R.bcAYEA_434,resistant
C70R_C70R.bcGUUK_435,resistant
C70R_C70R.bcDJFE_436,resistant
C70R_C70R.bcIGWS_437,resistant
C70R_C70R.bcDJZD_438,resistant
C70R_C70R.bcCIDO_439,resistant
C70R_C70R.bcFHMV_440,resistant
C70R_C70R.bcCPMR_441,resistant
C70R_C70R.bcBEOO_442,resistant
C70R_C70R.bcFZXD_443,resistant
C70R_C70R.bcAXAV_444,resistant
C70R_C70R.bcGOST_445,resistant
C70R_C70R.bcFCYJ_446,resistant
C70R_C70R.bcGSZP_447,resistant
C70R_C70R.bcGOMI_448,resistant
C70R_C70R.bcAWQJ_449,resistant
C70R_C70R.bcAMHX_450,resistant
C70R_C70R.bcBEXK_451,resistant
C70R_C70R.bcBZTP_453,resistant
C70R_C70R.bcFEBY_454,resistant
C70R_C70R.bcFPQI_455,resistant
C70R_C70R.bcIALY_456,resistant
C70R_C70R.bcCNFS_458,resistant
C70R_C70R.bcFXVA_459,resistant
C70R_C70R.bcGMEF_460,resistant
C70R_C70R.bcGPBU_461,resistant
C70R_C70R.bcCGSQ_462,resistant
C70R_C70R.bcDQTX_463,resistant
C70R_C70R.bcDHWP_464,resistant
C70R_C70R.bcCBKF_465,resistant
C70R_C70R.bcGRKR_467,resistant
C70R_C70R.bcHUME_468,resistant
C70R_C70R.bcFXBF_469,resistant
C70R_C70R.bcDNQP_470,resistant
C70R_C70R.bcAJJX_471,resistant
C70R_C70R.bcHIFN_473,resistant
C70R_C70R.bcCOKZ_474,resistant
C70R_C70R.bcATDG_475,resistant
C70R_C70R.bcBVJU_476,resistant
C70R_C70R.bcEEGQ_478,resistant
C70R_C70R.bcADVX_479,resistant
C70R_C70R.bcERLS_480,resistant
C70R_C70R.bcAHZN_481,resistant
C70R_C70R.bcCTES_482,resistant
C70R_C70R.bcAVIX_483,resistant
C70R_C70R.bcCTYL_484,resistant
C70R_C70R.bcEXOC_485,resistant
C70R_C70R.bcDNDD_486,resistant
C70R_C70R.bcHATQ_488,resistant
C70R_C70R.bcEHDD_489,resistant
C70R_C70R.bcHTGX_491,resistant
C70R_C70R.bcEXJC_493,resistant
C70R_C70R.bcENAL_495,resistant
C70R_C70R.bcBDBE_496,resistant
C70R_C70R.bcGVPG_497,resistant
C70R_C70R.bcBOCO_498,resistant
C70R_C70R.bcFWSD_500,resistant
C70R_C70R.bcHZLH_501,resistant
C70R_C70R.bcEGHN_502,resistant
C70R_C70R.bcEQPG_503,resistant
C70R_C70R.bcHGIP_504,resistant
C70R_C70R.bcIDJY_505,resistant
C70R_C70R.bcEAXV_506,resistant
C70R_C70R.bcAWJY_507,resistant
C70R_C70R.bcEXEL_508,resistant
C70R_C70R.bcESSX_510,resistant
C70R_C70R.bcIEFK_512,resistant
C70R_C70R.bcDPNW_513,resistant
C70R_C70R.bcGNPF_514,resistant
C70R_C70R.bcCYEC_519,resistant
C70R_C70R.bcBAOA_520,resistant
C70R_C70R.bcHEHQ_521,resistant
C70R_C70R.bcAEUL_522,resistant
C70R_C70R.bcHCFM_523,resistant
C70R_C70R.bcBOXY_524,resistant
C70R_C70R.bcBFDX_525,resistant
C70R_C70R.bcFNAE_526,resistant
C70R_C70R.bcAZZQ_527,resistant
C70R_C70R.bcDFBC_528,resistant
C70R_C70R.bcBQPR_530,resistant
C70R_C70R.bcIJKD_531,resistant
C70R_C70R.bcAKQJ_532,resistant
C70R_C70R.bcDRMV_535,resistant
C70R_C70R.bcHMXA_536,resistant
C70R_C70R.bcCSRC_537,resistant
C70R_C70R.bcEHOY_538,resistant
C70R_C70R.bcFODL_539,resistant
C70R_C70R.bcCHDN_540,resistant
C70R_C70R.bcAURA_541,resistant
C70R_C70R.bcAGVT_542,resistant
C70R_C70R.bcDCQO_543,resistant
C70R_C70R.bcBLZP_545,resistant
C70R_C70R.bcFWAD_546,resistant
C70R_C70R.bcDSHA_547,resistant
C70R_C70R.bcEHQQ_549,resistant
C70R_C70R.bcCOYJ_550,resistant
C70R_C70R.bcGCHK_552,resistant
C70R_C70R.bcASCJ_553,resistant
C70R_C70R.bcBMRQ_555,resistant
C70R_C70R.bcFPKF_556,resistant
C70R_C70R.bcHJNV_557,resistant
C70R_C70R.bcGYQQ_558,resistant
C70R_C70R.bcHRKD_560,resistant
C70R_C70R.bcHMNI_561,resistant
C70R_C70R.bcCBQM_562,resistant
C70R_C70R.bcDREM_563,resistant
C70R_C70R.bcAQBI_564,resistant
C70R_C70R.bcCKNP_565,resistant
C70R_C70R.bcAJCE_566,resistant
C70R_C70R.bcBRKV_567,resistant
C70R_C70R.bcCHPW_568,resistant
C70R_C70R.bcEBWL_569,resistant
C70R_C70R.bcCTLD_570,resistant
C70R_C70R.bcAGVZ_571,resistant
C70R_C70R.bcDORE_572,resistant
C70R_C70R.bcFTYN_573,resistant
C70R_C70R.bcFSET_574,resistant
C70R_C70R.bcFOTN_575,resistant
C70R_C70R.bcFACX_576,resistant
C70R_C70R.bcGNRG_577,resistant
C70R_C70R.bcEEYV_578,resistant
C70R_C70R.bcEBQT_579,resistant
C70R_C70R.bcCCXZ_580,resistant
C70R_C70R.bcAOJO_581,resistant
C70R_C70R.bcHIDY_583,resistant
C70R_C70R.bcCNDT_584,resistant
C70R_C70R.bcCBGN_585,resistant
C70R_C70R.bcCFZK_586,resistant
C70R_C70R.bcALEJ_588,resistant
C70R_C70R.bcCEKE_590,resistant
C70R_C70R.bcGFCF_591,resistant
C70R_C70R.bcENJN_592,resistant
C70R_C70R.bcDYIE_593,resistant
C70R_C70R.bcDSDJ_594,resistant
C70R_C70R.bcAYKT_595,resistant
C70R_C70R.bcFXNN_596,resistant
C70R_C70R.bcGHXF_598,resistant
C70R_C70R.bcGYMB_599,resistant
C70R_C70R.bcDXRW_600,resistant
C70R_C70R.bcCLRR_601,resistant
C70R_C70R.bcEUXS_602,resistant
C70R_C70R.bcCIKN_603,resistant
C70R_C70R.bcAIIG_604,resistant
C70R_C70R.bcARAH_605,resistant
C70R_C70R.bcBGPF_606,resistant
C70R_C70R.bcBONF_608,resistant
C70R_C70R.bcIFAK_609,resistant
C70R_C70R.bcBBCE_610,resistant
C70R_C70R.bcBDQC_611,resistant
C70R_C70R.bcDNFE_612,resistant
C70R_C70R.bcCXGT_613,resistant
C70R_C70R.bcEMTN_614,resistant
C70R_C70R.bcCENR_615,resistant
C70R_C70R.bcAEXC_617,resistant
C70R_C70R.bcCOXC_618,resistant
C70R_C70R.bcHECM_619,resistant
C70R_C70R.bcCUBD_620,resistant
C70R_C70R.bcAVHR_621,resistant
C70R_C70R.bcAYSM_622,resistant
C70R_C70R.bcGOUN_623,resistant
C70R_C70R.bcBQVE_624,resistant
C70R_C70R.bcCKKN_625,resistant
C70R_C70R.bcCFVJ_626,resistant
C70R_C70R.bcDEMQ_627,resistant
C70R_C70R.bcDAXB_628,resistant
C70R_C70R.bcFTGG_631,resistant
C70R_C70R.bcDOZY_632,resistant
C70R_C70R.bcDXZR_633,resistant
C70R_C70R.bcHRYH_634,resistant
C70R_C70R.bcHLPI_635,resistant
C70R_C70R.bcACFX_636,resistant
C70R_C70R.bcCSKP_637,resistant
C70R_C70R.bcEVER_639,resistant
C70R_C70R.bcIBGN_640,resistant
C70R_C70R.bcFNVR_641,resistant
C70R_C70R.bcCQXS_643,resistant
C70R_C70R.bcERZQ_644,resistant
C70R_C70R.bcDQOO_645,resistant
C70R_C70R.bcDETI_646,resistant
C70R_C70R.bcDXAB_647,resistant
C70R_C70R.bcGNQX_648,resistant
C70R_C70R.bcBPYB_649,resistant
C70R_C70R.bcAYMO_650,resistant
C70R_C70R.bcBJPM_651,resistant
C70R_C70R.bcCFRK_652,resistant
C70R_C70R.bcHGRO_653,resistant
C70R_C70R.bcCAYM_655,resistant
C70R_C70R.bcBDLM_656,resistant
C70R_C70R.bcHHQA_657,resistant
C70R_C70R.bcHQJQ_658,resistant
C70R_C70R.bcFJHV_660,resistant
C70R_C70R.bcGVPN_661,resistant
C70R_C70R.bcGDDW_662,resistant
C70R_C70R.bcAKMN_663,resistant
C70R_C70R.bcFASP_664,resistant
C70R_C70R.bcBOHG_665,resistant
C70R_C70R.bcDVUU_666,resistant
C70R_C70R.bcAPZT_668,resistant
C70R_C70R.bcDENU_670,resistant
C70R_C70R.bcHGJS_671,resistant
C70R_C70R.bcBTBI_672,resistant
C70R_C70R.bcAHAH_676,resistant
C70R_C70R.bcBLGT_677,resistant
C70R_C70R.bcGFNS_678,resistant
C70R_C70R.bcBGCT_679,resistant
C70R_C70R.bcBCUG_680,resistant
C70R_C70R.bcHYXI_682,resistant
C70R_C70R.bcFCMA_683,resistant
C70R_C70R.bcGZDJ_684,resistant
C70R_C70R.bcGSXU_685,resistant
C70R_C70R.bcAAMX_686,resistant
C70R_C70R.bcHKCS_687,resistant
C70R_C70R.bcFAZW_689,resistant
C70R_C70R.bcHRME_690,resistant
C70R_C70R.bcBKVL_691,resistant
C70R_C70R.bcHIBA_692,resistant
C70R_C70R.bcBDSS_693,resistant
C70R_C70R.bcCNUO_694,resistant
C70R_C70R.bcDLGL_695,resistant
C70R_C70R.bcDWZI_696,resistant
C70R_C70R.bcIJBI_697,resistant
C70R_C70R.bcFYNI_699,resistant
C70R_C70R.bcCTLE_700,resistant
C70R_C70R.bcCENA_701,resistant
C70R_C70R.bcAKLI_702,resistant
C70R_C70R.bcECNO_704,resistant
C70R_C70R.bcCVWO_705,resistant
C70R_C70R.bcCUTH_706,resistant
C70R_C70R.bcBPYE_707,resistant
C70R_C70R.bcBFQK_708,resistant
C70R_C70R.bcBVQO_709,resistant
C70R_C70R.bcCSNG_710,resistant
C70R_C70R.bcASNB_711,resistant
C70R_C70R.bcGTZR_713,resistant
C70R_C70R.bcBPEU_714,resistant
C70R_C70R.bcCPSU_715,resistant
C70R_C70R.bcBOUQ_716,resistant
C70R_C70R.bcGMST_717,resistant
C70R_C70R.bcAEHM_718,resistant
C70R_C70R.bcHKRX_719,resistant
C70R_C70R.bcBATS_720,resistant
C70R_C70R.bcGRBS_722,resistant
C70R_C70R.bcDNTO_723,resistant
C70R_C70R.bcAPUV_725,resistant
C70R_C70R.bcDDHS_726,resistant
C70R_C70R.bcEBPK_727,resistant
C70R_C70R.bcAIRT_728,resistant
C70R_C70R.bcEDUQ_729,resistant
C70R_C70R.bcECJG_730,resistant
C70R_C70R.bcDCZH_731,resistant
C70R_C70R.bcASRE_732,resistant
C70R_C70R.bcAEAS_734,resistant
C70R_C70R.bcHBLY_735,resistant
C70R_C70R.bcDPXG_736,resistant
C70R_C70R.bcABIE_737,resistant
C70R_C70R.bcFWHX_738,resistant
C70R_C70R.bcEBHG_739,resistant
C70R_C70R.bcEBNN_740,resistant
C70R_C70R.bcIEYH_741,resistant
C70R_C70R.bcCRRC_742,resistant
C70R_C70R.bcGBHS_743,resistant
C70R_C70R.bcDJOQ_744,resistant
C70R_C70R.bcCAFF_745,resistant
C70R_C70R.bcDXHM_747,resistant
C70R_C70R.bcDGPI_748,resistant
C70R_C70R.bcBPKN_749,resistant
C70R_C70R.bcIJNA_750,resistant
C70R_C70R.bcBFQT_751,resistant
C70R_C70R.bcEVYG_752,resistant
C70R_C70R.bcGVPY_753,resistant
C70R_C70R.bcCSSU_756,resistant
C70R_C70R.bcBCPS_757,resistant
C70R_C70R.bcIFGX_758,resistant
C70R_C70R.bcFUAA_759,resistant
C70R_C70R.bcGDFF_760,resistant
C70R_C70R.bcAUPH_761,resistant
C70R_C70R.bcIBWU_762,resistant
C70R_C70R.bcBNTS_763,resistant
C70R_C70R.bcERMR_764,resistant
C70R_C70R.bcELVK_765,resistant
C70R_C70R.bcCLYE_766,resistant
C70R_C70R.bcDSRP_767,resistant
C70R_C70R.bcAUBL_768,resistant
C70R_C70R.bcGAGZ_769,resistant
C70R_C70R.bcHVYJ_772,resistant
C70R_C70R.bcDNEX_776,resistant
C70R_C70R.bcBJAY_777,resistant
C70R_C70R.bcBFHK_778,resistant
C70R_C70R.bcBQUD_779,resistant
C70R_C70R.bcEFFD_780,resistant
C70R_C70R.bcDMGP_782,resistant
C70R_C70R.bcCJTM_783,resistant
C70R_C70R.bcALEH_784,resistant
C70R_C70R.bcDLDS_785,resistant
C70R_C70R.bcBUKX_786,resistant
C70R_C70R.bcFFON_787,resistant
C70R_C70R.bcFTWW_788,resistant
C70R_C70R.bcELNP_789,resistant
C70R_C70R.bcCHZO_790,resistant
C70R_C70R.bcBBQP_791,resistant
C70R_C70R.bcDRNX_792,resistant
C70R_C70R.bcCKFF_793,resistant
C70R_C70R.bcGFBC_794,resistant
C70R_C70R.bcCNVX_795,resistant
C70R_C70R.bcGAZX_797,resistant
C70R_C70R.bcIIBC_798,resistant
C70R_C70R.bcFOQB_799,resistant
C70R_C70R.bcHGRD_800,resistant
C70R_C70R.bcEYDA_801,resistant
C70R_C70R.bcBFMW_803,resistant
C70R_C70R.bcDUMK_804,resistant
C70R_C70R.bcIEUJ_806,resistant
C70R_C70R.bcCDML_807,resistant
C70R_C70R.bcEUZA_808,resistant
C70R_C70R.bcFNDW_809,resistant
C70R_C70R.bcHGWP_811,resistant
C70R_C70R.bcFLMB_812,resistant
C70R_C70R.bcEHIK_813,resistant
C70R_C70R.bcEPJQ_814,resistant
C70R_C70R.bcFFPF_817,resistant
C70R_C70R.bcGBBF_818,resistant
C70R_C70R.bcCZPD_820,resistant
C70R_C70R.bcBGJW_822,resistant
C70R_C70R.bcFJJL_823,resistant
C70R_C70R.bcEDIQ_825,resistant
C70R_C70R.bcBNCD_826,resistant
C70R_C70R.bcAAYT_828,resistant
C70R_C70R.bcFROR_829,resistant
C70R_C70R.bcIIDF_831,resistant
