cell_id,condition
C70R_C70R.bcBMZY_173,resistant
C70R_C70R.bcHJNC_174,resistant
C70R_C70R.bcFVPZ_175,resistant
C70R_C70R.bcFFWX_176,resistant
C70R_C70R.bcAMZF_177,resistant
C70R_C70R.bcAHEW_178,resistant
C70R_C70R.bcCREG_179,resistant
C70R_C70R.bcFTDR_180,resistant
C70R_C70R.bcALCJ_181,resistant
C70R_C70R.bcDSWL_182,resistant
C70R_C70R.bcGQOI_183,resistant
C70R_C70R.bcDCWO_185,resistant
C70R_C70R.bcBWHU_189,resistant
C70R_C70R.bcDJGH_190,resistant
C70R_C70R.bcCFJB_191,resistant
C70R_C70R.bcFAIO_192,resistant
C70R_C70R.bcHYEE_193,resistant
C70R_C70R.bcICVC_194,resistant
C70R_C70R.bcBIUY_195,resistant
C70R_C70R.bcHOJA_196,resistant
C70R_C70R.bcHPAM_198,resistant
C70R_C70R.bcFXUV_199,resistant
C70R_C70R.bcEDEO_200,resistant
C70R_C70R.bcGAZZ_201,resistant
C70R_C70R.bcANFG_202,resistant
C70R_C70R.bcCTTD_203,resistant
C70R_C70R.bcCIOL_204,resistant
C70R_C70R.bcAFXW_205,resistant
C70R_C70R.bcGFQF_206,resistant
C70R_C70R.bcDGCL_207,resistant
C70R_C70R.bcAQXZ_209,resistant
C70R_C70R.bcETES_210,resistant
C70R_C70R.bcBFCS_211,resistant
C70R_C70R.bcAUAZ_212,resistant
C70R_C70R.bcDXTO_213,resistant
C70R_C70R.bcFTVE_214,resistant
C70R_C70R.bcALDY_215,resistant
C70R_C70R.bcHTLR_216,resistant
C70R_C70R.bcAIQO_218,resistant
C70R_C70R.bcGNAB_219,resistant
C70R_C70R.bcHNZE_220,resistant
C70R_C70R.bcCJWN_221,resistant
C70R_C70R.bcDZQE_222,resistant
C70R_C70R.bcBQCD_223,resistant
C70R_C70R.bcDBDF_224,resistant
C70R_C70R.bcDQYD_225,resistant
C70R_C70R.bcAHTK_226,resistant
C70R_C70R.bcGTXE_228,resistant
C70R_C70R.bcHIDG_229,resistant
C70R_C70R.bcIBTL_230,resistant
C70R_C70R.bcDVFT_231,resistant
C70R_C70R.bcAQCC_232,resistant
C70R_C70R.bcFXLD_233,resistant
C70R_C70R.bcFHXL_234,resistant
C70R_C70R.bcFSXF_235,resistant
C70R_C70R.bcCNMN_239,resistant
C70R_C70R.bcEQWT_240,resistant
C70R_C70R.bcEAIW_241,resistant
C70R_C70R.bcCUQS_242,resistant
C70R_C70R.bcIGOI_243,resistant
C70R_C70R.bcAOAW_244,resistant
C70R_C70R.bcACOK_245,resistant
C70R_C70R.bcBMIC_246,resistant
C70R_C70R.bcGVNA_247,resistant
C70R_C70R.bcGQDG_248,resistant
C70R_C70R.bcCZOK_249,resistant
C70R_C70R.bcIBRL_250,resistant
C70R_C70R.bcHJDW_251,resistant
C70R_C70R.bcEKFT_252,resistant
C70R_C70R.bcEWHH_253,resistant
C70R_C70R.bcAHBW_255,resistant
C70R_C70R.bcEQGL_256,resistant
C70R_C70R.bcDDCJ_258,resistant
C70R_C70R.bcAELB_259,resistant
C70R_C70R.bcDQSB_260,resistant
C70R_C70R.bcBRMU_262,resistant
C70R_C70R.bcFVDG_263,resistant
C70R_C70R.bcBWOX_264,resistant
C70R_C70R.bcCWKB_265,resistant
C70R_C70R.bcCNSU_266,resistant
C70R_C70R.bcBTAF_267,resistant
C70R_C70R.bcHEFS_268,resistant
C70R_C70R.bcGVHG_269,resistant
C70R_C70R.bcFZBL_270,resistant
C70R_C70R.bcAPVA_271,resistant
C70R_C70R.bcDXCD_273,resistant
C70R_C70R.bcEXZI_274,resistant
C70R_C70R.bcCTSS_275,resistant
C70R_C70R.bcABNT_276,resistant
C70R_C70R.bcEAOA_277,resistant
C70R_C70R.bcFGRW_279,resistant
C70R_C70R.bcGHWD_280,resistant
C70R_C70R.bcELLM_283,resistant
C70R_C70R.bcELUW_284,resistant
C70R_C70R.bcHJZF_285,resistant
C70R_C70R.bcHRLN_287,resistant
C70R_C70R.bcDPQE_288,resistant
C70R_C70R.bcBGXV_289,resistant
C70R_C70R.bcGVDC_290,resistant
C70R_C70R.bcETNX_291,resistant
C70R_C70R.bcCACO_292,resistant
C70R_C70R.bcHINA_293,resistant
C70R_C70R.bcCOGC_294,resistant
C70R_C70R.bcADMP_295,resistant
C70R_C70R.bcFVMV_296,resistant
C70R_C70R.bcGKEG_297,resistant
C70R_C70R.bcCRBL_298,resistant
C70R_C70R.bcDETM_299,resistant
C70R_C70R.bcHKRM_301,resistant
C70R_C70R.bcCNAY_302,resistant
C70R_C70R.bcBGLJ_303,resistant
C70R_C70R.bcBWPK_304,resistant
C70R_C70R.bcEHRW_306,resistant
C70R_C70R.bcFCMY_308,resistant
C70R_C70R.bcEVTT_309,resistant
C70R_C70R.bcHLLC_310,resistant
C70R_C70R.bcIGCX_311,resistant
C70R_C70R.bcAAKS_313,resistant
C70R_C70R.bcAGPP_314,resistant
C70R_C70R.bcIDKB_316,resistant
C70R_C70R.bcDYIU_317,resistant
C70R_C70R.bcGGTH_318,resistant
C70R_C70R.bcDQEB_319,resistant
C70R_C70R.bcFPHG_321,resistant
C70R_C70R.bcIIAX_322,resistant
C70R_C70R.bcFEKK_323,resistant
C70R_C70R.bcGUFP_324,resistant
C70R_C70R.bcGEHB_325,resistant
C70R_C70R.bcAZBC_327,resistant
C70R_C70R.bcHDJS_328,resistant
C70R_C70R.bcEJLG_329,resistant
C70R_C70R.bcCOUR_330,resistant
C70R_C70R.bcBGKQ_331,resistant
C70R_C70R.bcAAFX_332,resistant
C70R_C70R.bcANPA_333,resistant
C70R_C70R.bcGXWZ_334,resistant
C70R_C70R.bcAJIT_335,resistant
C70R_C70R.bcEIMX_336,resistant
C70R_C70R.bcCZDX_337,resistant
C70R_C70R.bcASEZ_339,resistant
C70R_C70R.bcFZUS_340,resistant
C70R_C70R.bcDRUL_341,resistant
C70R_C70R.bcCCFG_342,resistant
C70R_C70R.bcGDLX_344,resistant
C70R_C70R.bcCRWC_345,resistant
C70R_C70R.bcHKRR_346,resistant
C70R_C70R.bcFKDN_347,resistant
C70R_C70R.bcCZGD_348,resistant
C70R_C70R.bcBVDL_350,resistant
C70R_C70R.bcCKGC_352,resistant
C70R_C70R.bcFRPC_353,resistant
C70R_C70R.bcCGUE_354,resistant
C70R_C70R.bcGIIL_355,resistant
C70R_C70R.bcANAM_356,resistant
C70R_C70R.bcBPED_357,resistant
C70R_C70R.bcBWJY_358,resistant
C70R_C70R.bcBRFV_359,resistant
C70R_C70R.bcHLDR_361,resistant
C70R_C70R.bcAZDV_362,resistant
C70R_C70R.bcEVVI_363,resistant
C70R_C70R.bcGAYT_364,resistant
C70R_C70R.bcAREB_366,resistant
C70R_C70R.bcFNMD_367,resistant
C70R_C70R.bcANPR_368,resistant
C70R_C70R.bcCGHR_369,resistant
C70R_C70R.bcDAMP_371,resistant
C70R_C70R.bcEDOY_372,resistant
C70R_C70R.bcCXIC_373,resistant
C70R_C70R.bcBFAY_374,resistant
C70R_C70R.bcFXDB_375,resistant
C70R_C70R.bcEMBX_376,resistant
C70R_C70R.bcBSJY_377,resistant
C70R_C70R.bcEJAQ_378,resistant
C70R_C70R.bcBOZM_379,resistant
C70R_C70R.bcDTKZ_381,resistant
C70R_C70R.bcCDNP_382,resistant
C70R_C70R.bcGFQV_385,resistant
C70R_C70R.bcAUEC_387,resistant
C70R_C70R.bcGJKU_390,resistant
C70R_C70R.bcGFIO_391,resistant
C70R_C70R.bcBKSB_392,resistant
C70R_C70R.bcHBFN_393,resistant
C70R_C70R.bcCWKO_394,resistant
C70R_C70R.bcFULY_395,resistant
C70R_C70R.bcHSBU_397,resistant
C70R_C70R.bcCIYQ_399,resistant
C70R_C70R.bcAQHM_400,resistant
C70R_C70R.bcAICG_401,resistant
C70R_C70R.bcIFQS_402,resistant
C70R_C70R.bcGXRV_404,resistant
C70R_C70R.bcCBZU_405,resistant
C70R_C70R.bcFSAX_407,resistant
C70R_C70R.bcGLCG_408,resistant
C70R_C70R.bcFUTT_409,resistant
C70R_C70R.bcHCEZ_411,resistant
C70R_C70R.bcCVJH_412,resistant
C70R_C70R.bcHDGY_413,resistant
C70R_C70R.bcICLS_414,resistant
C70R_C70R.bcBDLT_415,resistant
C70R_C70R.bcBNEA_416,resistant
C70R_C70R.bcCXNR_417,resistant
C70R_C70R.bcAIBZ_418,resistant
C70R_C70R.bcBMFV_420,resistant
C70R_C70R.bcDCHC_421,resistant
C70R_C70R.bcAHLC_422,resistant
C70R_C70R.bcDSQE_423,resistant
C70R_C70R.bcEGGU_424,resistant
C70R_C70R.bcACAU_425,resistant
C70R_C70R.bcBEMB_426,resistant
C70R_C70R.bcGHRY_427,resistant
C70R_C70R.bcCTAK_428,resistant
C70R_C70R.bcFFEP_429,resistant
C70R_C70R.bcHULV_430,resistant
C70R_C70R.bcDXOE_432,resistant
C70R_C70R.bcDFGY_433,resistant
C70R_C70R.bcAYEA_434,resistant
C70R_C70R.bcGUUK_435,resistant
C70R_C70R.bcDJFE_436,resistant
C70R_C70R.bcIGWS_437,resistant
C70R_C70R.bcDJZD_438,resistant
C70R_C70R.bcFHMV_440,resistant
C70R_C70R.bcCPMR_441,resistant
C70R_C70R.bcFZXD_443,resistant
C70R_C70R.bcAXAV_444,resistant
C70R_C70R.bcGOST_445,resistant
C70R_C70R.bcFCYJ_446,resistant
C70R_C70R.bcGSZP_447,resistant
C70R_C70R.bcGOMI_448,resistant
C70R_C70R.bcAWQJ_449,resistant
C70R_C70R.bcAMHX_450,resistant
C70R_C70R.bcBEXK_451,resistant
C70R_C70R.bcHZOK_452,resistant
C70R_C70R.bcBZTP_453,resistant
C70R_C70R.bcFEBY_454,resistant
C70R_C70R.bcFPQI_455,resistant
C70R_C70R.bcIALY_456,resistant
C70R_C70R.bcHDNZ_457,resistant
C70R_C70R.bcCNFS_458,resistant
C70R_C70R.bcFXVA_459,resistant
C70R_C70R.bcGMEF_460,resistant
C70R_C70R.bcGPBU_461,resistant
C70R_C70R.bcCGSQ_462,resistant
C70R_C70R.bcDQTX_463,resistant
C70R_C70R.bcDHWP_464,resistant
C70R_C70R.bcCBKF_465,resistant
C70R_C70R.bcECOM_466,resistant
C70R_C70R.bcFXBF_469,resistant
C70R_C70R.bcHWUS_472,resistant
C70R_C70R.bcCOKZ_474,resistant
C70R_C70R.bcATDG_475,resistant
C70R_C70R.bcBVJU_476,resistant
C70R_C70R.bcETNH_477,resistant
C70R_C70R.bcEEGQ_478,resistant
C70R_C70R.bcERLS_480,resistant
C70R_C70R.bcAHZN_481,resistant
C70R_C70R.bcCTES_482,resistant
C70R_C70R.bcAVIX_483,resistant
C70R_C70R.bcEXOC_485,resistant
C70R_C70R.bcAYQB_487,resistant
C70R_C70R.bcFPAC_490,resistant
C70R_C70R.bcHTGX_491,resistant
C70R_C70R.bcGBKO_492,resistant
C70R_C70R.bcEXJC_493,resistant
C70R_C70R.bcGFQY_494,resistant
C70R_C70R.bcBDBE_496,resistant
C70R_C70R.bcGVPG_497,resistant
C70R_C70R.bcBOCO_498,resistant
C70R_C70R.bcIFUU_499,resistant
C70R_C70R.bcFWSD_500,resistant
C70R_C70R.bcHZLH_501,resistant
C70R_C70R.bcEGHN_502,resistant
C70R_C70R.bcEQPG_503,resistant
C70R_C70R.bcEAXV_506,resistant
C70R_C70R.bcEXEL_508,resistant
C70R_C70R.bcABAC_509,resistant
C70R_C70R.bcESSX_510,resistant
C70R_C70R.bcHPHU_511,resistant
C70R_C70R.bcIEFK_512,resistant
C70R_C70R.bcDPNW_513,resistant
C70R_C70R.bcGNPF_514,resistant
C70R_C70R.bcGLAE_515,resistant
C70R_C70R.bcFCXB_516,resistant
C70R_C70R.bcCHLO_517,resistant
C70R_C70R.bcBOWB_518,resistant
C70R_C70R.bcCYEC_519,resistant
C70R_C70R.bcHEHQ_521,resistant
C70R_C70R.bcAEUL_522,resistant
C70R_C70R.bcHCFM_523,resistant
C70R_C70R.bcBOXY_524,resistant
C70R_C70R.bcBFDX_525,resistant
C70R_C70R.bcFNAE_526,resistant
C70R_C70R.bcAZZQ_527,resistant
C70R_C70R.bcDFBC_528,resistant
C70R_C70R.bcHFXD_529,resistant
C70R_C70R.bcBQPR_530,resistant
C70R_C70R.bcIJKD_531,resistant
C70R_C70R.bcGPZN_533,resistant
C70R_C70R.bcFMWL_534,resistant
C70R_C70R.bcDRMV_535,resistant
C70R_C70R.bcHMXA_536,resistant
C70R_C70R.bcCSRC_537,resistant
C70R_C70R.bcFODL_539,resistant
C70R_C70R.bcCHDN_540,resistant
C70R_C70R.bcAURA_541,resistant
C70R_C70R.bcAGVT_542,resistant
C70R_C70R.bcEALW_544,resistant
C70R_C70R.bcBLZP_545,resistant
C70R_C70R.bcFWAD_546,resistant
C70R_C70R.bcDSHA_547,resistant
C70R_C70R.bcDPEZ_548,resistant
C70R_C70R.bcEHQQ_549,resistant
C70R_C70R.bcCOYJ_550,resistant
C70R_C70R.bcHOKE_551,resistant
C70R_C70R.bcGCHK_552,resistant
C70R_C70R.bcASCJ_553,resistant
C70R_C70R.bcCGFD_554,resistant
C70R_C70R.bcFPKF_556,resistant
C70R_C70R.bcHJNV_557,resistant
C70R_C70R.bcGYQQ_558,resistant
C70R_C70R.bcEGJB_559,resistant
C70R_C70R.bcHRKD_560,resistant
C70R_C70R.bcHMNI_561,resistant
C70R_C70R.bcCBQM_562,resistant
C70R_C70R.bcDREM_563,resistant
C70R_C70R.bcAQBI_564,resistant
C70R_C70R.bcCKNP_565,resistant
C70R_C70R.bcAJCE_566,resistant
C70R_C70R.bcBRKV_567,resistant
C70R_C70R.bcCHPW_568,resistant
C70R_C70R.bcAGVZ_571,resistant
C70R_C70R.bcDORE_572,resistant
C70R_C70R.bcFSET_574,resistant
C70R_C70R.bcFOTN_575,resistant
C70R_C70R.bcFACX_576,resistant
C70R_C70R.bcGNRG_577,resistant
C70R_C70R.bcEEYV_578,resistant
C70R_C70R.bcCCXZ_580,resistant
C70R_C70R.bcGDIW_582,resistant
C70R_C70R.bcHIDY_583,resistant
C70R_C70R.bcCBGN_585,resistant
C70R_C70R.bcCFZK_586,resistant
C70R_C70R.bcGORI_587,resistant
C70R_C70R.bcDWXR_589,resistant
C70R_C70R.bcGFCF_591,resistant
C70R_C70R.bcENJN_592,resistant
C70R_C70R.bcDYIE_593,resistant
C70R_C70R.bcDSDJ_594,resistant
C70R_C70R.bcFXNN_596,resistant
C70R_C70R.bcCPUX_597,resistant
C70R_C70R.bcGYMB_599,resistant
C70R_C70R.bcEUXS_602,resistant
C70R_C70R.bcCIKN_603,resistant
C70R_C70R.bcAIIG_604,resistant
C70R_C70R.bcBGPF_606,resistant
C70R_C70R.bcFNRB_607,resistant
C70R_C70R.bcBONF_608,resistant
C70R_C70R.bcIFAK_609,resistant
C70R_C70R.bcBBCE_610,resistant
C70R_C70R.bcCXGT_613,resistant
C70R_C70R.bcEMTN_614,resistant
C70R_C70R.bcCSMV_616,resistant
C70R_C70R.bcAEXC_617,resistant
C70R_C70R.bcCOXC_618,resistant
C70R_C70R.bcHECM_619,resistant
C70R_C70R.bcCUBD_620,resistant
C70R_C70R.bcAVHR_621,resistant
C70R_C70R.bcAYSM_622,resistant
C70R_C70R.bcBQVE_624,resistant
C70R_C70R.bcCKKN_625,resistant
C70R_C70R.bcCFVJ_626,resistant
C70R_C70R.bcDAXB_628,resistant
C70R_C70R.bcGYPR_629,resistant
C70R_C70R.bcBRAV_630,resistant
C70R_C70R.bcFTGG_631,resistant
C70R_C70R.bcDOZY_632,resistant
C70R_C70R.bcHRYH_634,resistant
C70R_C70R.bcHLPI_635,resistant
C70R_C70R.bcACFX_636,resistant
C70R_C70R.bcCSKP_637,resistant
C70R_C70R.bcBMAC_638,resistant
C70R_C70R.bcIBGN_640,resistant
C70R_C70R.bcFNVR_641,resistant
C70R_C70R.bcBIJP_642,resistant
C70R_C70R.bcDXAB_647,resistant
C70R_C70R.bcGNQX_648,resistant
C70R_C70R.bcBPYB_649,resistant
C70R_C70R.bcAYMO_650,resistant
C70R_C70R.bcBJPM_651,resistant
C70R_C70R.bcCFRK_652,resistant
C70R_C70R.bcHGRO_653,resistant
C70R_C70R.bcDRWM_654,resistant
C70R_C70R.bcCAYM_655,resistant
C70R_C70R.bcHHQA_657,resistant
C70R_C70R.bcHVMW_659,resistant
C70R_C70R.bcFJHV_660,resistant
C70R_C70R.bcGVPN_661,resistant
C70R_C70R.bcAKMN_663,resistant
C70R_C70R.bcFASP_664,resistant
C70R_C70R.bcBITP_667,resistant
C70R_C70R.bcAPZT_668,resistant
C70R_C70R.bcBVSR_669,resistant
C70R_C70R.bcDENU_670,resistant
C70R_C70R.bcHGJS_671,resistant
C70R_C70R.bcBTBI_672,resistant
C70R_C70R.bcFGDY_673,resistant
C70R_C70R.bcDLNQ_674,resistant
C70R_C70R.bcCSWU_675,resistant
C70R_C70R.bcBLGT_677,resistant
C70R_C70R.bcBGCT_679,resistant
C70R_C70R.bcBCUG_680,resistant
C70R_C70R.bcAUVT_681,resistant
C70R_C70R.bcHYXI_682,resistant
C70R_C70R.bcFCMA_683,resistant
C70R_C70R.bcGZDJ_684,resistant
C70R_C70R.bcGSXU_685,resistant
C70R_C70R.bcAAMX_686,resistant
C70R_C70R.bcHKCS_687,resistant
C70R_C70R.bcENRY_688,resistant
C70R_C70R.bcFAZW_689,resistant
C70R_C70R.bcHRME_690,resistant
C70R_C70R.bcBKVL_691,resistant
C70R_C70R.bcHIBA_692,resistant
C70R_C70R.bcCNUO_694,resistant
C70R_C70R.bcDLGL_695,resistant
C70R_C70R.bcDWZI_696,resistant
C70R_C70R.bcCNYP_698,resistant
C70R_C70R.bcFYNI_699,resistant
C70R_C70R.bcBZZW_703,resistant
C70R_C70R.bcECNO_704,resistant
C70R_C70R.bcCUTH_706,resistant
C70R_C70R.bcBPYE_707,resistant
C70R_C70R.bcBFQK_708,resistant
C70R_C70R.bcBVQO_709,resistant
C70R_C70R.bcCSNG_710,resistant
C70R_C70R.bcASNB_711,resistant
C70R_C70R.bcAXHG_712,resistant
C70R_C70R.bcGTZR_713,resistant
C70R_C70R.bcBPEU_714,resistant
C70R_C70R.bcBOUQ_716,resistant
C70R_C70R.bcGMST_717,resistant
C70R_C70R.bcHKRX_719,resistant
C70R_C70R.bcBATS_720,resistant
C70R_C70R.bcESEM_721,resistant
C70R_C70R.bcGRBS_722,resistant
C70R_C70R.bcDNTO_723,resistant
C70R_C70R.bcAMSX_724,resistant
C70R_C70R.bcAPUV_725,resistant
C70R_C70R.bcDDHS_726,resistant
C70R_C70R.bcEBPK_727,resistant
C70R_C70R.bcAIRT_728,resistant
C70R_C70R.bcEDUQ_729,resistant
C70R_C70R.bcECJG_730,resistant
C70R_C70R.bcDCZH_731,resistant
C70R_C70R.bcASRE_732,resistant
C70R_C70R.bcBGQF_733,resistant
C70R_C70R.bcDPXG_736,resistant
C70R_C70R.bcABIE_737,resistant
C70R_C70R.bcFWHX_738,resistant
C70R_C70R.bcEBHG_739,resistant
C70R_C70R.bcIEYH_741,resistant
C70R_C70R.bcGBHS_743,resistant
C70R_C70R.bcDJOQ_744,resistant
C70R_C70R.bcBMNI_746,resistant
C70R_C70R.bcDXHM_747,resistant
C70R_C70R.bcDGPI_748,resistant
C70R_C70R.bcBPKN_749,resistant
C70R_C70R.bcIJNA_750,resistant
C70R_C70R.bcBFQT_751,resistant
C70R_C70R.bcEVYG_752,resistant
C70R_C70R.bcGVPY_753,resistant
C70R_C70R.bcEQBN_754,resistant
C70R_C70R.bcCNNN_755,resistant
C70R_C70R.bcCSSU_756,resistant
C70R_C70R.bcBCPS_757,resistant
C70R_C70R.bcFUAA_759,resistant
C70R_C70R.bcGDFF_760,resistant
C70R_C70R.bcAUPH_761,resistant
C70R_C70R.bcIBWU_762,resistant
C70R_C70R.bcBNTS_763,resistant
C70R_C70R.bcERMR_764,resistant
C70R_C70R.bcELVK_765,resistant
C70R_C70R.bcCLYE_766,resistant
C70R_C70R.bcDSRP_767,resistant
C70R_C70R.bcGAGZ_769,resistant
C70R_C70R.bcGEDU_770,resistant
C70R_C70R.bcGLEL_771,resistant
C70R_C70R.bcFTNS_773,resistant
C70R_C70R.bcFJUJ_774,resistant
C70R_C70R.bcDSYX_775,resistant
C70R_C70R.bcDNEX_776,resistant
C70R_C70R.bcBQUD_779,resistant
C70R_C70R.bcEFFD_780,resistant
C70R_C70R.bcGQGB_781,resistant
C70R_C70R.bcDMGP_782,resistant
C70R_C70R.bcCJTM_783,resistant
C70R_C70R.bcDLDS_785,resistant
C70R_C70R.bcBUKX_786,resistant
C70R_C70R.bcFFON_787,resistant
C70R_C70R.bcFTWW_788,resistant
C70R_C70R.bcELNP_789,resistant
C70R_C70R.bcCHZO_790,resistant
C70R_C70R.bcBBQP_791,resistant
C70R_C70R.bcDRNX_792,resistant
C70R_C70R.bcGFBC_794,resistant
C70R_C70R.bcCNVX_795,resistant
C70R_C70R.bcAJBC_796,resistant
C70R_C70R.bcGAZX_797,resistant
C70R_C70R.bcFKHD_802,resistant
C70R_C70R.bcBFMW_803,resistant
C70R_C70R.bcDUMK_804,resistant
C70R_C70R.bcHPSM_805,resistant
C70R_C70R.bcIEUJ_806,resistant
C70R_C70R.bcCDML_807,resistant
C70R_C70R.bcEUZA_808,resistant
C70R_C70R.bcFNDW_809,resistant
C70R_C70R.bcFOYK_810,resistant
C70R_C70R.bcHGWP_811,resistant
C70R_C70R.bcFLMB_812,resistant
C70R_C70R.bcEHIK_813,resistant
C70R_C70R.bcEENW_815,resistant
C70R_C70R.bcBVCG_816,resistant
C70R_C70R.bcCUTA_819,resistant
C70R_C70R.bcCZPD_820,resistant
C70R_C70R.bcFGKI_821,resistant
C70R_C70R.bcFJJL_823,resistant
C70R_C70R.bcBKIK_824,resistant
C70R_C70R.bcBNCD_826,resistant
C70R_C70R.bcHAGV_827,resistant
C70R_C70R.bcAAYT_828,resistant
C70R_C70R.bcBFNM_830,resistant
C70R_C70R.bcIIDF_831,resistant
C70R_C70R.bcDZRS_833,resistant
C70R_C70R.bcHSJG_834,resistant
C70R_C70R.bcHIDL_835,resistant
