cell_id,condition
C70R_C70R.bcFZXD_443,resistant
C70R_C70R.bcAXAV_444,resistant
C70R_C70R.bcGOST_445,resistant
C70R_C70R.bcFCYJ_446,resistant
C70R_C70R.bcGSZP_447,resistant
C70R_C70R.bcGOMI_448,resistant
C70R_C70R.bcAWQJ_449,resistant
C70R_C70R.bcAMHX_450,resistant
C70R_C70R.bcHZOK_452,resistant
C70R_C70R.bcFEBY_454,resistant
C70R_C70R.bcFPQI_455,resistant
C70R_C70R.bcIALY_456,resistant
C70R_C70R.bcHDNZ_457,resistant
C70R_C70R.bcCNFS_458,resistant
C70R_C70R.bcFXVA_459,resistant
C70R_C70R.bcGMEF_460,resistant
C70R_C70R.bcCBKF_465,resistant
C70R_C70R.bcECOM_466,resistant
C70R_C70R.bcGRKR_467,resistant
C70R_C70R.bcHUME_468,resistant
C70R_C70R.bcDNQP_470,resistant
C70R_C70R.bcAJJX_471,resistant
C70R_C70R.bcHWUS_472,resistant
C70R_C70R.bcHIFN_473,resistant
C70R_C70R.bcATDG_475,resistant
C70R_C70R.bcBVJU_476,resistant
C70R_C70R.bcETNH_477,resistant
C70R_C70R.bcEEGQ_478,resistant
C70R_C70R.bcADVX_479,resistant
C70R_C70R.bcERLS_480,resistant
C70R_C70R.bcAHZN_481,resistant
C70R_C70R.bcAVIX_483,resistant
C70R_C70R.bcCTYL_484,resistant
C70R_C70R.bcEXOC_485,resistant
C70R_C70R.bcDNDD_486,resistant
C70R_C70R.bcAYQB_487,resistant
C70R_C70R.bcHATQ_488,resistant
C70R_C70R.bcEHDD_489,resistant
C70R_C70R.bcFPAC_490,resistant
C70R_C70R.bcGBKO_492,resistant
C70R_C70R.bcEXJC_493,resistant
C70R_C70R.bcGFQY_494,resistant
C70R_C70R.bcENAL_495,resistant
C70R_C70R.bcBDBE_496,resistant
C70R_C70R.bcGVPG_497,resistant
C70R_C70R.bcBOCO_498,resistant
C70R_C70R.bcIFUU_499,resistant
C70R_C70R.bcFWSD_500,resistant
C70R_C70R.bcEQPG_503,resistant
C70R_C70R.bcHGIP_504,resistant
C70R_C70R.bcIDJY_505,resistant
C70R_C70R.bcAWJY_507,resistant
C70R_C70R.bcEXEL_508,resistant
C70R_C70R.bcABAC_509,resistant
C70R_C70R.bcHPHU_511,resistant
C70R_C70R.bcGNPF_514,resistant
C70R_C70R.bcGLAE_515,resistant
C70R_C70R.bcFCXB_516,resistant
C70R_C70R.bcCHLO_517,resistant
C70R_C70R.bcBOWB_518,resistant
C70R_C70R.bcCYEC_519,resistant
C70R_C70R.bcBAOA_520,resistant
C70R_C70R.bcHEHQ_521,resistant
C70R_C70R.bcAEUL_522,resistant
C70R_C70R.bcBOXY_524,resistant
C70R_C70R.bcBFDX_525,resistant
C70R_C70R.bcFNAE_526,resistant
C70R_C70R.bcHFXD_529,resistant
C70R_C70R.bcAKQJ_532,resistant
C70R_C70R.bcGPZN_533,resistant
C70R_C70R.bcFMWL_534,resistant
C70R_C70R.bcDRMV_535,resistant
C70R_C70R.bcCSRC_537,resistant
C70R_C70R.bcEHOY_538,resistant
C70R_C70R.bcFODL_539,resistant
C70R_C70R.bcCHDN_540,resistant
C70R_C70R.bcAURA_541,resistant
C70R_C70R.bcAGVT_542,resistant
C70R_C70R.bcDCQO_543,resistant
C70R_C70R.bcEALW_544,resistant
C70R_C70R.bcBLZP_545,resistant
C70R_C70R.bcFWAD_546,resistant
C70R_C70R.bcDSHA_547,resistant
C70R_C70R.bcDPEZ_548,resistant
C70R_C70R.bcHOKE_551,resistant
C70R_C70R.bcCGFD_554,resistant
C70R_C70R.bcBMRQ_555,resistant
C70R_C70R.bcFPKF_556,resistant
C70R_C70R.bcHJNV_557,resistant
C70R_C70R.bcGYQQ_558,resistant
C70R_C70R.bcEGJB_559,resistant
C70R_C70R.bcHRKD_560,resistant
C70R_C70R.bcHMNI_561,resistant
C70R_C70R.bcCBQM_562,resistant
C70R_C70R.bcDREM_563,resistant
C70R_C70R.bcBRKV_567,resistant
C70R_C70R.bcCHPW_568,resistant
C70R_C70R.bcEBWL_569,resistant
C70R_C70R.bcCTLD_570,resistant
C70R_C70R.bcAGVZ_571,resistant
C70R_C70R.bcDORE_572,resistant
C70R_C70R.bcFTYN_573,resistant
C70R_C70R.bcFSET_574,resistant
C70R_C70R.bcGNRG_577,resistant
C70R_C70R.bcEEYV_578,resistant
C70R_C70R.bcEBQT_579,resistant
C70R_C70R.bcCCXZ_580,resistant
C70R_C70R.bcAOJO_581,resistant
C70R_C70R.bcGDIW_582,resistant
C70R_C70R.bcHIDY_583,resistant
C70R_C70R.bcCNDT_584,resistant
C70R_C70R.bcCBGN_585,resistant
C70R_C70R.bcGORI_587,resistant
C70R_C70R.bcALEJ_588,resistant
C70R_C70R.bcDWXR_589,resistant
C70R_C70R.bcCEKE_590,resistant
C70R_C70R.bcGFCF_591,resistant
C70R_C70R.bcENJN_592,resistant
C70R_C70R.bcDYIE_593,resistant
C70R_C70R.bcAYKT_595,resistant
C70R_C70R.bcFXNN_596,resistant
C70R_C70R.bcCPUX_597,resistant
C70R_C70R.bcGHXF_598,resistant
C70R_C70R.bcGYMB_599,resistant
C70R_C70R.bcDXRW_600,resistant
C70R_C70R.bcCLRR_601,resistant
C70R_C70R.bcCIKN_603,resistant
C70R_C70R.bcAIIG_604,resistant
C70R_C70R.bcARAH_605,resistant
C70R_C70R.bcBGPF_606,resistant
C70R_C70R.bcFNRB_607,resistant
C70R_C70R.bcBONF_608,resistant
C70R_C70R.bcBDQC_611,resistant
C70R_C70R.bcDNFE_612,resistant
C70R_C70R.bcCXGT_613,resistant
C70R_C70R.bcCENR_615,resistant
C70R_C70R.bcCSMV_616,resistant
C70R_C70R.bcAEXC_617,resistant
C70R_C70R.bcCOXC_618,resistant
C70R_C70R.bcHECM_619,resistant
C70R_C70R.bcCUBD_620,resistant
C70R_C70R.bcAVHR_621,resistant
C70R_C70R.bcGOUN_623,resistant
C70R_C70R.bcBQVE_624,resistant
C70R_C70R.bcCKKN_625,resistant
C70R_C70R.bcDEMQ_627,resistant
C70R_C70R.bcGYPR_629,resistant
C70R_C70R.bcBRAV_630,resistant
C70R_C70R.bcDOZY_632,resistant
C70R_C70R.bcDXZR_633,resistant
C70R_C70R.bcHLPI_635,resistant
C70R_C70R.bcACFX_636,resistant
C70R_C70R.bcBMAC_638,resistant
C70R_C70R.bcEVER_639,resistant
C70R_C70R.bcIBGN_640,resistant
C70R_C70R.bcFNVR_641,resistant
C70R_C70R.bcBIJP_642,resistant
C70R_C70R.bcCQXS_643,resistant
C70R_C70R.bcERZQ_644,resistant
C70R_C70R.bcDQOO_645,resistant
C70R_C70R.bcDETI_646,resistant
C70R_C70R.bcDXAB_647,resistant
C70R_C70R.bcBPYB_649,resistant
C70R_C70R.bcAYMO_650,resistant
C70R_C70R.bcCFRK_652,resistant
C70R_C70R.bcDRWM_654,resistant
C70R_C70R.bcCAYM_655,resistant
C70R_C70R.bcBDLM_656,resistant
C70R_C70R.bcHQJQ_658,resistant
C70R_C70R.bcHVMW_659,resistant
C70R_C70R.bcFJHV_660,resistant
C70R_C70R.bcGDDW_662,resistant
C70R_C70R.bcAKMN_663,resistant
C70R_C70R.bcFASP_664,resistant
C70R_C70R.bcBOHG_665,resistant
C70R_C70R.bcDVUU_666,resistant
C70R_C70R.bcBITP_667,resistant
C70R_C70R.bcAPZT_668,resistant
C70R_C70R.bcBVSR_669,resistant
C70R_C70R.bcDENU_670,resistant
C70R_C70R.bcBTBI_672,resistant
C70R_C70R.bcFGDY_673,resistant
C70R_C70R.bcDLNQ_674,resistant
C70R_C70R.bcCSWU_675,resistant
C70R_C70R.bcAHAH_676,resistant
C70R_C70R.bcBLGT_677,resistant
C70R_C70R.bcGFNS_678,resistant
C70R_C70R.bcBGCT_679,resistant
C70R_C70R.bcAUVT_681,resistant
C70R_C70R.bcHYXI_682,resistant
C70R_C70R.bcFCMA_683,resistant
C70R_C70R.bcGZDJ_684,resistant
C70R_C70R.bcHKCS_687,resistant
C70R_C70R.bcENRY_688,resistant
C70R_C70R.bcHRME_690,resistant
C70R_C70R.bcBKVL_691,resistant
C70R_C70R.bcHIBA_692,resistant
C70R_C70R.bcBDSS_693,resistant
C70R_C70R.bcCNUO_694,resistant
C70R_C70R.bcIJBI_697,resistant
C70R_C70R.bcCNYP_698,resistant
C70R_C70R.bcFYNI_699,resistant
C70R_C70R.bcCTLE_700,resistant
C70R_C70R.bcCENA_701,resistant
C70R_C70R.bcAKLI_702,resistant
C70R_C70R.bcBZZW_703,resistant
C70R_C70R.bcCVWO_705,resistant
C70R_C70R.bcCUTH_706,resistant
C70R_C70R.bcBPYE_707,resistant
C70R_C70R.bcBFQK_708,resistant
C70R_C70R.bcBVQO_709,resistant
C70R_C70R.bcCSNG_710,resistant
C70R_C70R.bcAXHG_712,resistant
C70R_C70R.bcGTZR_713,resistant
C70R_C70R.bcCPSU_715,resistant
C70R_C70R.bcAEHM_718,resistant
C70R_C70R.bcHKRX_719,resistant
C70R_C70R.bcBATS_720,resistant
C70R_C70R.bcESEM_721,resistant
C70R_C70R.bcGRBS_722,resistant
C70R_C70R.bcAMSX_724,resistant
C70R_C70R.bcAPUV_725,resistant
C70R_C70R.bcDDHS_726,resistant
C70R_C70R.bcEBPK_727,resistant
C70R_C70R.bcEDUQ_729,resistant
C70R_C70R.bcECJG_730,resistant
C70R_C70R.bcDCZH_731,resistant
C70R_C70R.bcASRE_732,resistant
C70R_C70R.bcBGQF_733,resistant
C70R_C70R.bcAEAS_734,resistant
C70R_C70R.bcHBLY_735,resistant
C70R_C70R.bcDPXG_736,resistant
C70R_C70R.bcEBHG_739,resistant
C70R_C70R.bcEBNN_740,resistant
C70R_C70R.bcIEYH_741,resistant
C70R_C70R.bcCRRC_742,resistant
C70R_C70R.bcGBHS_743,resistant
C70R_C70R.bcDJOQ_744,resistant
C70R_C70R.bcCAFF_745,resistant
C70R_C70R.bcBMNI_746,resistant
C70R_C70R.bcDGPI_748,resistant
C70R_C70R.bcIJNA_750,resistant
C70R_C70R.bcEVYG_752,resistant
C70R_C70R.bcGVPY_753,resistant
C70R_C70R.bcEQBN_754,resistant
C70R_C70R.bcCNNN_755,resistant
C70R_C70R.bcBCPS_757,resistant
C70R_C70R.bcIFGX_758,resistant
C70R_C70R.bcFUAA_759,resistant
C70R_C70R.bcBNTS_763,resistant
C70R_C70R.bcERMR_764,resistant
C70R_C70R.bcELVK_765,resistant
C70R_C70R.bcDSRP_767,resistant
C70R_C70R.bcAUBL_768,resistant
C70R_C70R.bcGEDU_770,resistant
C70R_C70R.bcGLEL_771,resistant
C70R_C70R.bcHVYJ_772,resistant
C70R_C70R.bcFTNS_773,resistant
C70R_C70R.bcFJUJ_774,resistant
C70R_C70R.bcDSYX_775,resistant
C70R_C70R.bcDNEX_776,resistant
C70R_C70R.bcBJAY_777,resistant
C70R_C70R.bcBFHK_778,resistant
C70R_C70R.bcBQUD_779,resistant
C70R_C70R.bcEFFD_780,resistant
C70R_C70R.bcGQGB_781,resistant
C70R_C70R.bcDMGP_782,resistant
C70R_C70R.bcALEH_784,resistant
C70R_C70R.bcDLDS_785,resistant
C70R_C70R.bcBUKX_786,resistant
C70R_C70R.bcFFON_787,resistant
C70R_C70R.bcELNP_789,resistant
C70R_C70R.bcBBQP_791,resistant
C70R_C70R.bcCKFF_793,resistant
C70R_C70R.bcAJBC_796,resistant
C70R_C70R.bcIIBC_798,resistant
C70R_C70R.bcFOQB_799,resistant
C70R_C70R.bcHGRD_800,resistant
C70R_C70R.bcEYDA_801,resistant
C70R_C70R.bcFKHD_802,resistant
C70R_C70R.bcBFMW_803,resistant
C70R_C70R.bcHPSM_805,resistant
C70R_C70R.bcIEUJ_806,resistant
C70R_C70R.bcCDML_807,resistant
C70R_C70R.bcEUZA_808,resistant
C70R_C70R.bcFNDW_809,resistant
C70R_C70R.bcFOYK_810,resistant
C70R_C70R.bcHGWP_811,resistant
C70R_C70R.bcEHIK_813,resistant
C70R_C70R.bcEPJQ_814,resistant
C70R_C70R.bcEENW_815,resistant
C70R_C70R.bcBVCG_816,resistant
C70R_C70R.bcFFPF_817,resistant
C70R_C70R.bcGBBF_818,resistant
C70R_C70R.bcCUTA_819,resistant
C70R_C70R.bcFGKI_821,resistant
C70R_C70R.bcBGJW_822,resistant
C70R_C70R.bcFJJL_823,resistant
C70R_C70R.bcBKIK_824,resistant
C70R_C70R.bcEDIQ_825,resistant
C70R_C70R.bcHAGV_827,resistant
C70R_C70R.bcFROR_829,resistant
C70R_C70R.bcBFNM_830,resistant
C70R_C70R.bcIIDF_831,resistant
C70R_C70R.bcAETM_832,resistant
C70R_C70R.bcHIDL_835,resistant
C70R_C70R.bcCKIP_837,resistant
C70R_C70R.bcHMDG_838,resistant
C70R_C70R.bcGONN_839,resistant
C70R_C70R.bcHTPY_840,resistant
C70R_C70R.bcDRUX_842,resistant
C70R_C70R.bcIADP_844,resistant
C70R_C70R.bcHJQP_845,resistant
C70R_C70R.bcDBZU_846,resistant
C70R_C70R.bcGYZL_847,resistant
C70R_C70R.bcHBIC_848,resistant
C70R_C70R.bcCZAT_850,resistant
C70R_C70R.bcBWMK_851,resistant
C70R_C70R.bcCUFQ_852,resistant
C70R_C70R.bcGLFS_853,resistant
C70R_C70R.bcGRCA_854,resistant
C70R_C70R.bcGVJS_855,resistant
C70R_C70R.bcDULW_857,resistant
C70R_C70R.bcGHTB_858,resistant
C70R_C70R.bcCJSL_859,resistant
