cell_id,condition
C70R_C70R.bcGLDT_419,resistant
C70R_C70R.bcAHLC_422,resistant
C70R_C70R.bcDSQE_423,resistant
C70R_C70R.bcEGGU_424,resistant
C70R_C70R.bcACAU_425,resistant
C70R_C70R.bcBEMB_426,resistant
C70R_C70R.bcGHRY_427,resistant
C70R_C70R.bcCTAK_428,resistant
C70R_C70R.bcFFEP_429,resistant
C70R_C70R.bcHULV_430,resistant
C70R_C70R.bcAWOM_431,resistant
C70R_C70R.bcDXOE_432,resistant
C70R_C70R.bcDFGY_433,resistant
C70R_C70R.bcAYEA_434,resistant
C70R_C70R.bcGUUK_435,resistant
C70R_C70R.bcDJFE_436,resistant
C70R_C70R.bcIGWS_437,resistant
C70R_C70R.bcCIDO_439,resistant
C70R_C70R.bcFHMV_440,resistant
C70R_C70R.bcCPMR_441,resistant
C70R_C70R.bcBEOO_442,resistant
C70R_C70R.bcFZXD_443,resistant
C70R_C70R.bcAXAV_444,resistant
C70R_C70R.bcGOST_445,resistant
C70R_C70R.bcFCYJ_446,resistant
C70R_C70R.bcGSZP_447,resistant
C70R_C70R.bcGOMI_448,resistant
C70R_C70R.bcAWQJ_449,resistant
C70R_C70R.bcBEXK_451,resistant
C70R_C70R.bcHZOK_452,resistant
C70R_C70R.bcBZTP_453,resistant
C70R_C70R.bcFPQI_455,resistant
C70R_C70R.bcHDNZ_457,resistant
C70R_C70R.bcFXVA_459,resistant
C70R_C70R.bcGMEF_460,resistant
C70R_C70R.bcGPBU_461,resistant
C70R_C70R.bcCGSQ_462,resistant
C70R_C70R.bcDQTX_463,resistant
C70R_C70R.bcDHWP_464,resistant
C70R_C70R.bcCBKF_465,resistant
C70R_C70R.bcECOM_466,resistant
C70R_C70R.bcGRKR_467,resistant
C70R_C70R.bcHUME_468,resistant
C70R_C70R.bcFXBF_469,resistant
C70R_C70R.bcDNQP_470,resistant
C70R_C70R.bcAJJX_471,resistant
C70R_C70R.bcHWUS_472,resistant
C70R_C70R.bcHIFN_473,resistant
C70R_C70R.bcCOKZ_474,resistant
C70R_C70R.bcETNH_477,resistant
C70R_C70R.bcADVX_479,resistant
C70R_C70R.bcAHZN_481,resistant
C70R_C70R.bcCTES_482,resistant
C70R_C70R.bcCTYL_484,resistant
C70R_C70R.bcEXOC_485,resistant
C70R_C70R.bcDNDD_486,resistant
C70R_C70R.bcAYQB_487,resistant
C70R_C70R.bcHATQ_488,resistant
C70R_C70R.bcEHDD_489,resistant
C70R_C70R.bcFPAC_490,resistant
C70R_C70R.bcHTGX_491,resistant
C70R_C70R.bcGBKO_492,resistant
C70R_C70R.bcEXJC_493,resistant
C70R_C70R.bcGFQY_494,resistant
C70R_C70R.bcENAL_495,resistant
C70R_C70R.bcBDBE_496,resistant
C70R_C70R.bcGVPG_497,resistant
C70R_C70R.bcBOCO_498,resistant
C70R_C70R.bcIFUU_499,resistant
C70R_C70R.bcHZLH_501,resistant
C70R_C70R.bcEGHN_502,resistant
C70R_C70R.bcHGIP_504,resistant
C70R_C70R.bcIDJY_505,resistant
C70R_C70R.bcEAXV_506,resistant
C70R_C70R.bcAWJY_507,resistant
C70R_C70R.bcEXEL_508,resistant
C70R_C70R.bcABAC_509,resistant
C70R_C70R.bcESSX_510,resistant
C70R_C70R.bcHPHU_511,resistant
C70R_C70R.bcIEFK_512,resistant
C70R_C70R.bcDPNW_513,resistant
C70R_C70R.bcGLAE_515,resistant
C70R_C70R.bcFCXB_516,resistant
C70R_C70R.bcCHLO_517,resistant
C70R_C70R.bcBOWB_518,resistant
C70R_C70R.bcCYEC_519,resistant
C70R_C70R.bcBAOA_520,resistant
C70R_C70R.bcAEUL_522,resistant
C70R_C70R.bcHCFM_523,resistant
C70R_C70R.bcBOXY_524,resistant
C70R_C70R.bcBFDX_525,resistant
C70R_C70R.bcFNAE_526,resistant
C70R_C70R.bcAZZQ_527,resistant
C70R_C70R.bcDFBC_528,resistant
C70R_C70R.bcHFXD_529,resistant
C70R_C70R.bcBQPR_530,resistant
C70R_C70R.bcIJKD_531,resistant
C70R_C70R.bcAKQJ_532,resistant
C70R_C70R.bcGPZN_533,resistant
C70R_C70R.bcFMWL_534,resistant
C70R_C70R.bcHMXA_536,resistant
C70R_C70R.bcCSRC_537,resistant
C70R_C70R.bcEHOY_538,resistant
C70R_C70R.bcFODL_539,resistant
C70R_C70R.bcCHDN_540,resistant
C70R_C70R.bcAGVT_542,resistant
C70R_C70R.bcDCQO_543,resistant
C70R_C70R.bcEALW_544,resistant
C70R_C70R.bcFWAD_546,resistant
C70R_C70R.bcDPEZ_548,resistant
C70R_C70R.bcEHQQ_549,resistant
C70R_C70R.bcCOYJ_550,resistant
C70R_C70R.bcHOKE_551,resistant
C70R_C70R.bcGCHK_552,resistant
C70R_C70R.bcASCJ_553,resistant
C70R_C70R.bcCGFD_554,resistant
C70R_C70R.bcBMRQ_555,resistant
C70R_C70R.bcHJNV_557,resistant
C70R_C70R.bcEGJB_559,resistant
C70R_C70R.bcHRKD_560,resistant
C70R_C70R.bcHMNI_561,resistant
C70R_C70R.bcDREM_563,resistant
C70R_C70R.bcAQBI_564,resistant
C70R_C70R.bcCKNP_565,resistant
C70R_C70R.bcAJCE_566,resistant
C70R_C70R.bcCHPW_568,resistant
C70R_C70R.bcEBWL_569,resistant
C70R_C70R.bcCTLD_570,resistant
C70R_C70R.bcFTYN_573,resistant
C70R_C70R.bcFOTN_575,resistant
C70R_C70R.bcFACX_576,resistant
C70R_C70R.bcGNRG_577,resistant
C70R_C70R.bcEBQT_579,resistant
C70R_C70R.bcCCXZ_580,resistant
C70R_C70R.bcAOJO_581,resistant
C70R_C70R.bcGDIW_582,resistant
C70R_C70R.bcHIDY_583,resistant
C70R_C70R.bcCNDT_584,resistant
C70R_C70R.bcCFZK_586,resistant
C70R_C70R.bcGORI_587,resistant
C70R_C70R.bcALEJ_588,resistant
C70R_C70R.bcDWXR_589,resistant
C70R_C70R.bcCEKE_590,resistant
C70R_C70R.bcDSDJ_594,resistant
C70R_C70R.bcAYKT_595,resistant
C70R_C70R.bcCPUX_597,resistant
C70R_C70R.bcGHXF_598,resistant
C70R_C70R.bcGYMB_599,resistant
C70R_C70R.bcDXRW_600,resistant
C70R_C70R.bcCLRR_601,resistant
C70R_C70R.bcEUXS_602,resistant
C70R_C70R.bcCIKN_603,resistant
C70R_C70R.bcARAH_605,resistant
C70R_C70R.bcBGPF_606,resistant
C70R_C70R.bcFNRB_607,resistant
C70R_C70R.bcBONF_608,resistant
C70R_C70R.bcIFAK_609,resistant
C70R_C70R.bcBBCE_610,resistant
C70R_C70R.bcBDQC_611,resistant
C70R_C70R.bcDNFE_612,resistant
C70R_C70R.bcEMTN_614,resistant
C70R_C70R.bcCENR_615,resistant
C70R_C70R.bcCSMV_616,resistant
C70R_C70R.bcCUBD_620,resistant
C70R_C70R.bcAYSM_622,resistant
C70R_C70R.bcGOUN_623,resistant
C70R_C70R.bcCKKN_625,resistant
C70R_C70R.bcCFVJ_626,resistant
C70R_C70R.bcDEMQ_627,resistant
C70R_C70R.bcDAXB_628,resistant
C70R_C70R.bcGYPR_629,resistant
C70R_C70R.bcBRAV_630,resistant
C70R_C70R.bcFTGG_631,resistant
C70R_C70R.bcDXZR_633,resistant
C70R_C70R.bcHRYH_634,resistant
C70R_C70R.bcHLPI_635,resistant
C70R_C70R.bcCSKP_637,resistant
C70R_C70R.bcBMAC_638,resistant
C70R_C70R.bcEVER_639,resistant
C70R_C70R.bcFNVR_641,resistant
C70R_C70R.bcBIJP_642,resistant
C70R_C70R.bcCQXS_643,resistant
C70R_C70R.bcERZQ_644,resistant
C70R_C70R.bcDQOO_645,resistant
C70R_C70R.bcDETI_646,resistant
C70R_C70R.bcDXAB_647,resistant
C70R_C70R.bcGNQX_648,resistant
C70R_C70R.bcBPYB_649,resistant
C70R_C70R.bcBJPM_651,resistant
C70R_C70R.bcHGRO_653,resistant
C70R_C70R.bcDRWM_654,resistant
C70R_C70R.bcBDLM_656,resistant
C70R_C70R.bcHHQA_657,resistant
C70R_C70R.bcHQJQ_658,resistant
C70R_C70R.bcHVMW_659,resistant
C70R_C70R.bcFJHV_660,resistant
C70R_C70R.bcGVPN_661,resistant
C70R_C70R.bcGDDW_662,resistant
C70R_C70R.bcFASP_664,resistant
C70R_C70R.bcBOHG_665,resistant
C70R_C70R.bcDVUU_666,resistant
C70R_C70R.bcBITP_667,resistant
C70R_C70R.bcBVSR_669,resistant
C70R_C70R.bcHGJS_671,resistant
C70R_C70R.bcFGDY_673,resistant
C70R_C70R.bcDLNQ_674,resistant
C70R_C70R.bcCSWU_675,resistant
C70R_C70R.bcAHAH_676,resistant
C70R_C70R.bcGFNS_678,resistant
C70R_C70R.bcBCUG_680,resistant
C70R_C70R.bcAUVT_681,resistant
C70R_C70R.bcHYXI_682,resistant
C70R_C70R.bcGSXU_685,resistant
C70R_C70R.bcAAMX_686,resistant
C70R_C70R.bcHKCS_687,resistant
C70R_C70R.bcENRY_688,resistant
C70R_C70R.bcFAZW_689,resistant
C70R_C70R.bcHRME_690,resistant
C70R_C70R.bcBKVL_691,resistant
C70R_C70R.bcBDSS_693,resistant
C70R_C70R.bcDLGL_695,resistant
C70R_C70R.bcDWZI_696,resistant
C70R_C70R.bcIJBI_697,resistant
C70R_C70R.bcCNYP_698,resistant
C70R_C70R.bcCTLE_700,resistant
C70R_C70R.bcCENA_701,resistant
C70R_C70R.bcAKLI_702,resistant
C70R_C70R.bcBZZW_703,resistant
C70R_C70R.bcECNO_704,resistant
C70R_C70R.bcCVWO_705,resistant
C70R_C70R.bcCUTH_706,resistant
C70R_C70R.bcBFQK_708,resistant
C70R_C70R.bcCSNG_710,resistant
C70R_C70R.bcASNB_711,resistant
C70R_C70R.bcAXHG_712,resistant
C70R_C70R.bcGTZR_713,resistant
C70R_C70R.bcBPEU_714,resistant
C70R_C70R.bcCPSU_715,resistant
C70R_C70R.bcBOUQ_716,resistant
C70R_C70R.bcGMST_717,resistant
C70R_C70R.bcAEHM_718,resistant
C70R_C70R.bcHKRX_719,resistant
C70R_C70R.bcBATS_720,resistant
C70R_C70R.bcESEM_721,resistant
C70R_C70R.bcGRBS_722,resistant
C70R_C70R.bcDNTO_723,resistant
C70R_C70R.bcAMSX_724,resistant
C70R_C70R.bcAPUV_725,resistant
C70R_C70R.bcDDHS_726,resistant
C70R_C70R.bcAIRT_728,resistant
C70R_C70R.bcEDUQ_729,resistant
C70R_C70R.bcECJG_730,resistant
C70R_C70R.bcASRE_732,resistant
C70R_C70R.bcBGQF_733,resistant
C70R_C70R.bcAEAS_734,resistant
C70R_C70R.bcHBLY_735,resistant
C70R_C70R.bcDPXG_736,resistant
C70R_C70R.bcABIE_737,resistant
C70R_C70R.bcFWHX_738,resistant
C70R_C70R.bcEBNN_740,resistant
C70R_C70R.bcCRRC_742,resistant
C70R_C70R.bcGBHS_743,resistant
C70R_C70R.bcCAFF_745,resistant
C70R_C70R.bcBMNI_746,resistant
C70R_C70R.bcDXHM_747,resistant
C70R_C70R.bcDGPI_748,resistant
C70R_C70R.bcBPKN_749,resistant
C70R_C70R.bcBFQT_751,resistant
C70R_C70R.bcEVYG_752,resistant
C70R_C70R.bcGVPY_753,resistant
C70R_C70R.bcEQBN_754,resistant
C70R_C70R.bcCNNN_755,resistant
C70R_C70R.bcCSSU_756,resistant
C70R_C70R.bcBCPS_757,resistant
C70R_C70R.bcIFGX_758,resistant
C70R_C70R.bcFUAA_759,resistant
C70R_C70R.bcGDFF_760,resistant
C70R_C70R.bcAUPH_761,resistant
C70R_C70R.bcIBWU_762,resistant
C70R_C70R.bcERMR_764,resistant
C70R_C70R.bcELVK_765,resistant
C70R_C70R.bcCLYE_766,resistant
C70R_C70R.bcAUBL_768,resistant
C70R_C70R.bcGAGZ_769,resistant
C70R_C70R.bcGEDU_770,resistant
C70R_C70R.bcGLEL_771,resistant
C70R_C70R.bcHVYJ_772,resistant
C70R_C70R.bcFTNS_773,resistant
C70R_C70R.bcFJUJ_774,resistant
C70R_C70R.bcDSYX_775,resistant
C70R_C70R.bcDNEX_776,resistant
C70R_C70R.bcBJAY_777,resistant
C70R_C70R.bcBFHK_778,resistant
C70R_C70R.bcBQUD_779,resistant
C70R_C70R.bcGQGB_781,resistant
C70R_C70R.bcDMGP_782,resistant
C70R_C70R.bcCJTM_783,resistant
C70R_C70R.bcALEH_784,resistant
C70R_C70R.bcBUKX_786,resistant
C70R_C70R.bcFTWW_788,resistant
C70R_C70R.bcCHZO_790,resistant
C70R_C70R.bcDRNX_792,resistant
C70R_C70R.bcCKFF_793,resistant
C70R_C70R.bcGFBC_794,resistant
C70R_C70R.bcCNVX_795,resistant
C70R_C70R.bcAJBC_796,resistant
C70R_C70R.bcGAZX_797,resistant
C70R_C70R.bcIIBC_798,resistant
C70R_C70R.bcFOQB_799,resistant
C70R_C70R.bcHGRD_800,resistant
C70R_C70R.bcEYDA_801,resistant
C70R_C70R.bcFKHD_802,resistant
C70R_C70R.bcBFMW_803,resistant
C70R_C70R.bcDUMK_804,resistant
C70R_C70R.bcHPSM_805,resistant
C70R_C70R.bcIEUJ_806,resistant
C70R_C70R.bcFNDW_809,resistant
C70R_C70R.bcFOYK_810,resistant
C70R_C70R.bcFLMB_812,resistant
C70R_C70R.bcEPJQ_814,resistant
C70R_C70R.bcEENW_815,resistant
C70R_C70R.bcBVCG_816,resistant
C70R_C70R.bcFFPF_817,resistant
C70R_C70R.bcGBBF_818,resistant
