,harmony_1,harmony_2,harmony_3,harmony_4,harmony_5,harmony_6,harmony_7,harmony_8,harmony_9,harmony_10,harmony_11,harmony_12,harmony_13,harmony_14,harmony_15,harmony_16,harmony_17,harmony_18,harmony_19,harmony_20,harmony_21,harmony_22,harmony_23,harmony_24,harmony_25,harmony_26,harmony_27,harmony_28,harmony_29,harmony_30,harmony_31,harmony_32,harmony_33,harmony_34,harmony_35,harmony_36,harmony_37,harmony_38,harmony_39,harmony_40,harmony_41,harmony_42,harmony_43,harmony_44,harmony_45,harmony_46,harmony_47,harmony_48,harmony_49,harmony_50
CD141_P10_S83,3.65854906248821,5.88442797211078,-11.6831662573142,5.32653723254941,-1.82587378128512,-1.31291013594019,0.832775369289573,0.425677036174709,1.88806180599876,0.530073555837972,-2.1241017457175,0.122418526736852,-1.35388322756211,-0.171583930949923,-1.20978554468807,-2.56643103713113,-0.278509201255406,3.66262959289028,-1.41412975676588,0.440036016148548,-1.20462374297516,-0.22687218452978,-1.15315917179577,-0.874690555825762,1.43182065812444,-0.873416884266036,0.850962999151704,-0.724932571750298,-3.62958576732007,-0.603700980437109,0.158669463463928,-0.741069506878281,1.45906620879985,-0.0787834387639454,0.30809933837921,-0.629060121294642,-0.142776289885265,1.64478843871986,0.633232638813298,-0.775109027081006,-2.06817362780329,0.853430826109006,-0.727524612782855,-0.835377715899155,0.458839903410277,-0.848973242847067,1.47133797966495,0.0240438486357247,0.132683754944164,0.295254108751578
CD141_P10_S84,1.41613380862192,11.1242339108673,-4.79793668521584,-0.0749639516415024,-1.41861459817637,0.857135129475355,4.73001446144684,0.15457214528677,-2.05442996100902,1.53662925618638,-0.384426605926118,-2.09229755692542,-0.525541539143814,-1.8120073928769,-1.42108547541144,-2.77141406851567,-1.33332499377388,-2.38787268397683,-0.332386324019788,-3.52767335528377,-4.37479616963133,2.2612792841739,1.16434196094002,-2.03923385969535,0.684785781184913,1.50895992629911,-3.26675614215606,-4.03203663388103,-3.25510455643583,3.78200652636163,-2.51935710916764,0.494613462532631,0.306807598142942,-2.72098736647304,1.49447483090054,3.53660882311142,0.724816447771654,-2.00783313983799,3.79217807387846,2.62261934214859,-0.610175357236932,-1.32456414040374,0.662692896305845,0.99959579062566,-0.145222652789094,2.58932731762945,-3.20378397154005,2.36457287598093,-0.394928338880954,-2.6740286812536
CD141_P10_S85,0.408831147699472,10.5186445064299,-6.25979751617916,-0.755864176888157,-1.34388374593706,0.830764406684184,2.69798135966172,-0.53365481404538,0.242517588187201,0.750812511285453,-0.0540121843609551,1.77367718501484,-1.39785498201632,-1.16103920782788,3.38159361222353,-2.83617974352825,2.41433604188366,1.75762614348019,-1.62744700752138,-1.44974896230715,0.583819947082262,-1.72565484827138,-2.44469375421985,0.0850177038628122,-0.250143128689002,1.81364686367281,4.23369695281473,-0.150642254317737,-1.24676863718852,1.67838654708909,0.121058655095068,1.25516908123281,0.877321240681125,0.760084010023625,-0.701144439239832,-0.254808557408131,-3.01986966920416,1.92544672778506,1.94967454378167,-0.101068747220475,-1.65609597427211,0.721142189835951,-0.985288800818292,1.21777823954072,3.8561697676639,-1.35851207460388,0.156383067807607,-2.23511424784463,0.892248506882531,0.441950626093819
CD141_P10_S86,1.77459913215821,10.8886852551447,-8.38926326485313,0.257069543643471,-0.475881918254032,-0.784885521156139,-0.941918308450909,-0.210927522545872,0.565877150519581,-0.440300903280621,1.27833244035891,-2.87557706427264,-1.32407057432382,-1.86549194778639,1.26804756266548,-0.92058959812172,-2.99380256950816,3.36411608692031,-1.7165821372407,0.654900403293003,4.17984466572996,0.872464435288816,3.33236505990579,-1.3367355563096,-1.90109453008879,-0.108454428185262,-0.299206091846942,0.268420880754656,-0.109828613640808,1.99776697429786,2.49166040534128,1.53672164286788,-1.84519108431343,-0.53929649708845,0.0843274711214535,0.501686973511362,-1.57207873806621,-0.817600058402959,-1.13380435048121,0.483489614820149,3.99269287545526,-5.29913684794523,1.90809336691982,2.37719109693778,3.56874895790828,2.76223521546833,-5.04758739659314,-3.33065771856521,-0.258927210895191,-1.64363271661771
CD141_P10_S87,6.30659498736587,0.654119181934475,-0.605123391631234,3.32606276787063,-3.15862206793237,13.3451255585826,3.38557655699806,-1.86520772474728,4.87504917025583,-0.847019602388117,-1.16608709643492,0.655648169349449,-1.00630636150722,-2.12057667448028,1.695160422451,2.80028826360853,4.87018175427085,3.77203390910443,-1.78775905128923,-1.55874196464414,0.725668880264374,-1.14145306261166,1.4130773529635,0.862291614657985,-0.668653432841714,-3.23671999468243,1.77498014436527,0.604660984115982,-1.33380231252169,0.272126869743256,-1.06810489475112,-1.81305290936795,-0.806616549172721,-1.26748626967868,-0.0299932137450322,2.0978860756215,0.278786399747254,-0.963025960941377,-2.86754523847504,1.40872553550685,3.55023679844685,-4.88841663405366,-1.08367391585799,0.920130978608241,-1.61184028337456,1.4104536961654,-0.999001172770388,-0.719328012497068,1.79319976074602,-1.17179166746681
CD141_P10_S88,1.81728924895415,11.629572279993,-7.67302427640143,-1.34359411335251,-0.730608432515807,-2.10836499975018,-0.672584953279661,-1.86208088239423,-1.57108600198458,-0.73554557970914,1.94848320921872,1.51875578488415,1.02199416954045,-0.861424284348047,-0.662371804271074,-1.50339068949562,-0.289440477963671,-2.64455395815105,0.0669197701025645,0.47445464816659,3.15673016475807,-1.08018556993854,0.552495217676182,1.22974225134413,3.93362069878257,-1.2824734340245,-0.726133461992953,1.45829013338504,-1.26727279635859,-1.94165306225217,1.83036719240938,4.54774739451418,2.42959729856402,-1.46791992526073,-1.2959982140401,2.53730209615336,2.60884253607941,0.664593447419946,0.861381150209393,-0.310129842942174,0.176316468437998,-3.49802697270281,2.02756468454938,-1.57507101630921,0.224937213336563,2.2627534672893,-0.894570105342167,-0.308825054097224,2.76084000717987,-0.982928791149155
CD141_P10_S89,0.246973648882417,12.1906492204262,-6.37305168546431,-1.41818409174422,0.468902453598468,-0.307227419330949,2.451090391618,-0.819339527799534,-5.10646783411293,-0.212018840157101,-0.790488801119312,-1.72139679883731,6.09466334567265,0.16851060809468,-2.36570034412605,-1.24684128733932,-0.987710048305486,-0.77021900997804,2.51721756082378,0.333709126342221,-1.76002052107155,-1.70685294930174,-1.66989714832622,1.40770226764965,-4.18591395201277,-1.74210039833667,-2.71657309497436,-0.268960728949333,0.0378348534560932,-1.82022113809575,0.416091335112871,-2.28336925002547,2.96440041523056,0.616853170683553,-1.62011776629041,2.3998012960423,5.259770972065,1.38543620856622,-3.20864543712332,-2.03268591505795,-0.139832208458433,-0.821294556533171,2.65497944788039,1.14755771959784,-4.73596533264389,0.486525747187729,-1.18071543370437,2.42230229168301,0.0571732746387425,-2.18146892591264
CD141_P10_S90,4.35610104451554,4.69452925712318,1.79731102131307,-1.34372371306396,0.717046275182529,17.8001090237199,2.43620062536292,-5.72483009235751,2.82367161797583,-3.16057941045282,0.450754938007101,-2.74985586603899,0.652887292355753,1.98764391458092,1.50141383634683,-0.656331679900783,3.0268385375114,1.80043119493626,-0.731211397062809,6.0921400555624,1.97919437351163,0.314429064064955,4.63667003646565,1.69525467676303,-1.93165327849025,2.057146059267,-1.35374049110496,1.40395391982626,4.56096409614445,1.38102098482265,-2.42759122514517,-5.1032394788189,2.27100374773484,3.40486866612748,-1.71694949425602,-1.87221382121559,-1.24759560355675,2.93966240731018,-3.03508956566234,1.61336441080929,2.72645392714916,-4.56352770130491,0.908553318697781,-0.217959120815397,-1.13117704366425,-0.756337643815671,-4.27688408794762,0.985131667732569,-4.31439050907137,-2.79315459402244
CD141_P10_S91,1.22546683427274,10.0989681439343,-7.48042823926114,-0.446569432459286,0.363584396226845,-0.0293091559981411,-0.836416266017061,-2.71871052274878,1.11972376136932,-4.81583348958573,2.35851292051734,-1.58008070482738,-5.80889892997384,-1.44832090025281,0.0895953168683806,-1.468053996344,-3.51079029619093,-1.95757403638358,-3.90180379002173,-1.33197478359327,-2.72162412074073,-3.30264308580903,1.74722072251653,-0.944906963632121,0.0985411381145654,-3.860745717498,-0.17365979657777,-1.68080853821422,0.417460380729624,-0.212635407409603,1.13742425519842,4.08022425841162,1.57106678101118,-0.856468781120988,-0.975819644282405,0.911971999617447,-1.70704420531034,2.83125131354065,0.50441231019963,-1.3037832869499,2.66312999396562,0.775548158991934,0.359209213205169,-1.85191962928332,0.0969901393735158,-2.582640620254,1.80060723709808,-4.38606346775244,-0.392728483757625,0.418618939324783
CD141_P10_S92,1.35775842925131,11.9676454806278,-7.06608023819295,-2.25757528293604,-0.0234841799812824,-1.40163452865961,-0.900982606848498,-1.90251297761999,-1.4637115772633,1.33666186689814,2.01644827184352,0.587096851293771,0.932698630732278,-0.886216172488408,-1.92813928142863,-2.06671860584655,-1.389317448694,-2.86375659341435,-2.13389191937429,-0.435068904163555,3.28755114430731,1.43583210291593,4.51526962516694,0.961857441816099,0.247730682981964,0.989412170687953,3.75117053022645,-2.51673032966998,-0.830509317076498,-4.1583766529253,5.93350398541408,-0.0864986090413233,-1.54391225957386,0.0521113289753167,-3.97201499009651,1.81449131932373,-4.27541258626861,-1.20877770583969,-5.27035748284209,3.73147995499647,0.560202674815623,-2.85617485960484,2.07215495822998,0.754964432612286,0.497324011999781,1.78838012053866,-2.97697922546373,-0.221604340673596,0.237564349572655,4.80162631394473
CD141_P10_S93,1.47003872626429,9.70062790067549,-8.51458462340305,0.220930532433064,-0.849956386961002,-0.953621769686233,-0.132869341667522,-2.51333053893441,-2.38600728878131,-2.41887572145561,-0.468393428969757,8.39084922393197,2.73352175728855,-4.45749040803283,4.21508810935016,3.69673965784336,-2.34427649696139,2.02346506500156,1.41877068847721,-2.13989064179721,-2.04688791582526,-0.982967517594999,0.057482573182118,-0.482368702054536,2.37911772055245,1.25890808309376,-0.107013857944391,-2.53201667912964,0.507308610319534,-0.977050165440851,-0.275993054711753,2.36891114419559,-4.02743636385041,1.55187204961858,-2.41374327734743,0.256058195651601,1.10224509858442,-1.31858805600617,2.84978743210651,-0.589653932673957,-2.54012804150322,0.342471840106865,-3.2799591219941,-1.85831671905109,-0.44983604039549,0.510438082024092,-1.69328604981473,-0.964393087539662,0.553524188713669,0.993807486812215
CD141_P10_S94,0.263094744322431,9.31130246442693,-5.94498843324729,0.41121237299201,-2.19326400240341,1.87416380527788,1.84399718704757,2.42460612316645,0.377787109431436,-1.12754345909912,-3.02245951650024,-6.21701412200036,-2.16618202793082,-3.61166248626586,-0.221417585975608,0.696340955933629,-0.782895541323672,9.44347376389556,1.48190520842383,-2.27643711007178,-1.27203868104067,-1.60699238205581,-0.237883983327001,0.91874729377946,-1.07725081394432,3.12126603291605,4.83652201048789,-1.25593388093245,1.62953615232418,0.113089384414205,-0.401269297928149,-0.0918971531160964,0.488227281698867,1.42327153161319,-3.13998757350948,-5.05147726632543,-3.66097583194512,2.3085247076385,5.66307156730572,1.39890219425118,2.99184147227272,0.657298345980781,-2.97163159959795,0.197796477022589,-3.57002649251859,-3.35658960779367,-3.14465178430559,2.58761872703163,0.105300877631377,-2.38110733511127
CD141_P10_S95,0.923756273749785,12.1775626146259,-3.75700587699067,-3.23573053453043,1.47763732567726,-1.19858139770984,-0.550786390170199,-1.27644816878369,-0.201598017235612,0.0768188963533669,0.900816556969574,-1.03610755832543,-2.38166057026158,1.46600219040299,1.16715865368424,3.07008385548602,0.365661309304008,-0.67553718762579,-1.7294555755092,-4.35410192975628,0.670205739346393,1.67455750246015,5.81923959545354,-3.15982352604814,-0.117504291914675,0.763739127913863,-1.11866883160429,0.168547116692312,1.0093395043966,2.55580662927546,-3.03159313881133,0.41610078508354,-0.237425396097202,-2.35055221116265,2.01576480175227,-2.34463004600928,-1.60434410783186,0.105067798080164,-1.57110604084773,-1.98867423063041,-1.60962662278323,-1.95395554488512,2.12455959605942,1.68235431097555,3.54512235584754,0.412555597626395,-0.563612307703922,0.924245089399161,1.0964649560915,-4.81208609610649
CD141_P10_S96,1.78454793731911,9.31950933361865,-9.56435444823122,0.618905190964672,-0.340899859292687,-1.96223289282659,-1.01663863082292,-2.11032682201608,-1.5660122352253,-1.47842780972581,1.3769992969499,0.68446958051561,2.3725436659822,-2.37275557130552,-2.69176438895131,1.47447925788136,-0.964878133256852,-1.32259784733835,0.361891202232253,0.27675088656506,-0.529495286162741,-1.17461389802823,3.87044437003872,0.886937054507896,-0.248848590052838,0.958517469418593,-2.94869081233904,-4.43903574674804,3.9850358290278,-1.92367209668429,-0.699847579634117,1.74678471647458,1.36710932320307,-0.276591580567851,-0.209767425655429,2.5900642690485,0.321760963554624,-2.61685847620019,-0.299067106679815,3.2081120375848,2.9020289533552,-1.291616360902,0.0180899720850269,1.87613420413954,0.701389992177976,1.29582105510946,2.5668735323795,-0.277053914053877,-1.15158294597929,0.31756804669163
CD141_P13_S49,-0.183768528341798,11.0775197176687,-6.342416682612,-2.11627486741818,0.921127625111418,-1.13156247309083,0.718724320159688,-0.126048873502331,1.07727040341185,-0.793894193365264,0.421441264297537,-1.9221669585999,-1.14654895555289,-1.92996539121362,1.79144663125168,-0.496325447705512,1.57115173622048,1.37604776579807,-0.239075336208795,2.3268590526978,1.46747656168011,0.785782086574671,-4.19529486050857,1.20108764067719,0.837865195304977,2.01301044280157,1.02995826647027,-2.26858627898689,-3.18355575411445,0.252833115392512,-3.04986162203679,2.45905959611433,-1.84313526534193,-2.24382895542122,3.06813738946213,-1.56055622516143,0.446373019590169,-0.989691704465126,-3.79725223421903,2.06503924385869,-1.66289716016171,2.51963179067909,-0.360616760078115,0.397032955514633,-1.23996378017465,2.35470253593423,1.67613447636849,-3.23175482396434,-3.74480001627059,-4.68580058519647
CD141_P13_S50,-2.97954954362846,2.89284370813955,0.718969757842449,2.63173213317165,-3.24788227445397,2.00401557151266,-0.528218792148405,-0.800987214815467,-2.19485577703992,1.43799939628235,1.96927624822048,0.898599763667044,-0.133564251327068,-1.6989266985892,-1.69930896750042,-3.73424833510908,-2.00603944145624,2.12702306707506,0.577820780083278,-3.60712005573389,1.23121998074322,-2.28138798796756,-2.12688494710933,-1.53450508198472,-1.01137840262742,0.360683264641451,-2.48431703459027,0.308794951513668,0.482015241681687,-0.47741547375904,1.15132232921181,0.574382516499017,0.0719874308173749,-1.23913655021253,0.209878318036766,0.409080150617173,-2.3712093627416,-1.88695264781788,0.409988431587522,-0.516071571174122,0.274791533895821,-1.15912271679431,0.596287662991347,1.18821245963423,-0.118211412351083,-2.31889187885858,0.683032023019127,1.53165885174304,1.2309659292517,1.33740437501294
CD141_P13_S51,2.09631763562438,10.7872946888251,-8.71970201945664,-1.82675607902431,0.728093846930914,-2.62469875822395,-1.19550545074309,-0.396729240388917,0.166645088458741,-3.01322594831975,1.84555451440029,2.5185614830653,5.997151887551,-2.34381672193062,1.03887115917307,0.697089757150703,-0.343641141489358,-0.146216565260547,3.28274035334236,3.26301764345291,-0.56110865141968,-1.40426413815939,-2.46831123298716,-2.79843222601592,1.19565709736268,-0.938245728709888,3.87514873804773,0.0410418191565098,0.0598611552457347,2.00139986952587,0.943793645242889,-0.216608607099636,4.74060473130679,-1.56779207794349,-2.1266407633226,-2.46504920456592,2.75547663693369,-0.215877720273297,0.184467999373619,-2.93103958446788,-1.46666830957807,-0.755543550732848,-0.516781872483288,2.15815788216036,-2.27862185166577,-0.632594604594116,-0.425123122921495,-1.00710022478342,-0.470942591496319,0.45187551206348
CD141_P13_S52,0.482393795459769,10.4328100980664,-7.31465200602051,-0.713842600987876,-0.575992518673133,-0.73814637044998,1.82965349904229,0.934296260774128,0.0844552050646698,-0.384749797740672,0.555008074463803,-0.817338827537437,0.0359233520606112,-2.58464803326569,1.52766137971698,-1.55737558309485,-0.999910321150926,1.07287581773059,-0.807981808042021,0.512583823147079,-0.902561103973328,-0.0830647713381663,0.234080535938451,1.52786550967642,-1.00534146212705,-1.92666572269717,-0.0899954794801843,-1.75490236015676,1.79979641871177,-2.74276566696885,0.512032289688575,1.21255732102379,-0.151593613077178,-0.360647082974816,-1.8243983591521,1.63619230038838,-2.46925101118034,-2.6330943567151,-2.71810533477976,0.862492871963565,-1.40577621477264,-1.66891376744383,2.19484351987519,0.172634080510443,-2.19812353652542,0.761549582563376,0.037018441147822,-1.147962933473,-2.90460012101626,1.1653209766284
CD141_P13_S53,1.78923169915073,9.96352520018051,-7.72994477449034,0.0632951766459163,0.427576073583166,-0.536340919801733,-1.43425435740264,-1.83124634729395,0.128684097922431,-2.00712666076188,0.552082683975026,-0.986884668672353,0.703554182839039,-1.09056850135217,-1.09205180397962,2.02559340877919,-0.216510880474908,0.464459310036105,-1.89849896105205,0.413660177627131,-2.59547483629337,0.277357380732807,-1.30703076145681,-0.416572841705012,1.15705872040731,0.200346958011617,1.33837848723489,1.22675179354421,-4.4424760496288,1.83621153684602,0.934917793818179,-2.43346857815399,-1.50337482289741,-0.859867299938903,0.930812524030776,1.28317500416551,2.21954450074945,2.01033125501812,-0.14302857344646,-1.21095356154978,1.07261114359972,-0.4080305932251,-1.03548963401798,-0.678463820395306,0.759037349412882,-0.716802304356597,1.36707012037002,-1.11374469433432,2.44020546724102,0.0569031175819476
CD141_P13_S54,1.73752603818675,11.8916147137676,-8.19632707257898,-2.79781707450842,0.755552702235789,-2.03112126367812,0.204103390359575,0.434605126117437,1.91539753316907,-0.674660676652581,-0.68835071045452,0.617852826313797,-0.326738846363166,1.60001124048994,-0.0150827953691628,-0.204693782575592,-0.11510909066969,0.678309491788766,1.38491588774783,-0.758174552412882,0.545973473021149,-2.18413052178975,0.825280508192955,-0.476985446540037,2.11910639299935,0.750410422476934,1.6752385712868,-3.82267590385548,0.429427084684104,3.03164067131368,0.817326829043733,-1.57257294995486,-1.45683534192497,-0.0797325349696386,0.748856628528711,-1.28709749769485,-2.2869652534585,-1.49753002232202,2.94257176866156,0.51564041784138,2.1037788744886,0.0101997824102875,0.284555028482863,-0.301735782111281,0.410487641488457,0.66843947346774,1.32463874546285,-0.112584197335261,-0.991989374319794,-0.689250086144053
